,driverId,raceId,round,circuitId,year,date,races_name,quali_position,grid,results_position,positionText,positionOrder,results_points,results_laps,statusId,status,fastestLap,rank,race_ms,results_fastestlaptime,fastestLapSpeed,dstnd_points,dstnd_position,wins,dob_formatted,nationality
245408,807,869.0,10.0,10.0,2012.0,2012-07-22,German Grand Prix,5,4.0,9,9,9.0,2,67.0,1.0,Finished,56,7,5514024,01:19.4,207.458,19,15,0.0,1987,German
245475,807,870.0,11.0,11.0,2012.0,2012-07-29,Hungarian Grand Prix,10,10.0,11,11,11.0,0,69.0,1.0,Finished,60,15,6122786,01:26.1,183.235,19,16,0.0,1987,German
245553,807,871.0,12.0,13.0,2012.0,2012-09-02,Belgian Grand Prix,12,11.0,4,4,4.0,12,44.0,1.0,Finished,40,6,5376373,01:53.8,221.645,31,13,0.0,1987,German
245625,807,891.0,11.0,13.0,2013.0,2013-08-25,Belgian Grand Prix,11,11.0,13,13,13.0,0,44.0,1.0,Finished,41,15,5110454,01:53.1,222.919,7,15,0.0,1987,German
245666,807,893.0,13.0,15.0,2013.0,2013-09-22,Singapore Grand Prix,11,11.0,9,9,9.0,2,61.0,1.0,Finished,47,18,7237393,01:52.2,162.533,19,13,0.0,1987,German
245721,807,894.0,14.0,35.0,2013.0,2013-10-06,Korean Grand Prix,8,7.0,4,4,4.0,12,55.0,1.0,Finished,53,6,6217815,01:42.6,197.002,31,11,0.0,1987,German
245779,807,895.0,15.0,22.0,2013.0,2013-10-13,Japanese Grand Prix,7,7.0,6,6,6.0,8,53.0,1.0,Finished,33,11,5260916,01:36.5,216.674,39,10,0.0,1987,German
245848,807,899.0,19.0,18.0,2013.0,2013-11-24,Brazilian Grand Prix,10,10.0,8,8,8.0,4,71.0,1.0,Finished,49,12,5620552,01:16.8,201.979,51,10,0.0,1987,German
245861,807,906.0,7.0,7.0,2014.0,2014-06-08,Canadian Grand Prix,11,11.0,5,5,5.0,10,70.0,1.0,Finished,64,8,5965673,01:18.9,198.89,57,6,0.0,1987,German
245875,807,908.0,9.0,9.0,2014.0,2014-07-06,British Grand Prix,4,4.0,8,8,8.0,4,52.0,1.0,Finished,52,9,8900786,01:38.6,215.032,63,7,0.0,1987,German
245935,807,909.0,10.0,10.0,2014.0,2014-07-20,German Grand Prix,9,9.0,7,7,7.0,6,67.0,1.0,Finished,44,13,5687092,01:22.1,200.57,69,7,0.0,1987,German
245947,17,46.0,11.0,11.0,2007.0,2007-08-05,Hungarian Grand Prix,10,9.0,9,9,9.0,0,70.0,1.0,Finished,63,7,5829322,01:20.9,194.915,8,10,0.0,1976,Australian
246037,807,912.0,13.0,14.0,2014.0,2014-09-07,Italian Grand Prix,14,13.0,12,12,12.0,0,53.0,1.0,Finished,35,13,4822842,01:29.4,233.363,70,8,0.0,1987,German
246111,17,48.0,13.0,14.0,2007.0,2007-09-09,Italian Grand Prix,11,11.0,9,9,9.0,0,53.0,1.0,Finished,46,13,4783685,01:24.8,245.859,8,11,0.0,1976,Australian
246150,17,49.0,14.0,13.0,2007.0,2007-09-16,Belgian Grand Prix,7,7.0,7,7,7.0,2,44.0,1.0,Finished,12,11,4919705,01:50.0,229.119,10,11,0.0,1976,Australian
246175,17,70.0,18.0,18.0,2006.0,2006-10-22,Brazilian Grand Prix,11,11.0,,R,21.0,0,1.0,4.0,Accident,,,,,,7,14,0.0,1976,Australian
246177,17,841.0,1.0,1.0,2011.0,2011-03-27,Australian Grand Prix,3,3.0,5,5,5.0,10,58.0,1.0,Finished,50,3,5408430,01:29.6,213.066,10,5,0.0,1976,Australian
246386,807,878.0,19.0,69.0,2012.0,2012-11-18,United States Grand Prix,8,6.0,8,8,8.0,4,56.0,1.0,Finished,53,16,5829061,01:41.0,196.409,53,12,0.0,1987,German
246407,807,881.0,2.0,2.0,2013.0,2013-03-24,Malaysian Grand Prix,12,12.0,8,8,8.0,4,56.0,1.0,Finished,46,7,5989725,01:40.7,198.107,4,11,0.0,1987,German
246434,807,883.0,4.0,3.0,2013.0,2013-04-21,Bahrain Grand Prix,14,14.0,12,12,12.0,0,57.0,1.0,Finished,43,15,5833431,01:38.8,197.258,5,14,0.0,1987,German
246498,807,884.0,5.0,4.0,2013.0,2013-05-12,Spanish Grand Prix,15,15.0,15,15,15.0,0,65.0,11.0,+1 Lap,58,4,,01:26.6,193.541,5,14,0.0,1987,German
246581,807,885.0,6.0,6.0,2013.0,2013-05-26,Monaco Grand Prix,11,11.0,11,11,11.0,0,78.0,1.0,Finished,29,15,8314628,01:19.9,150.576,5,14,0.0,1987,German
246593,17,842.0,2.0,2.0,2011.0,2011-04-10,Malaysian Grand Prix,3,3.0,4,4,4.0,12,56.0,1.0,Finished,46,1,5886216,01:40.6,198.415,22,4,0.0,1976,Australian
246699,17,843.0,3.0,17.0,2011.0,2011-04-17,Chinese Grand Prix,18,18.0,3,3,3.0,15,56.0,1.0,Finished,42,1,5825781,01:39.0,198.232,37,4,0.0,1976,Australian
246743,807,887.0,8.0,9.0,2013.0,2013-06-30,British Grand Prix,15,14.0,10,10,10.0,1,52.0,1.0,Finished,48,13,5599165,01:36.0,220.882,6,15,0.0,1987,German
246840,807,888.0,9.0,20.0,2013.0,2013-07-07,German Grand Prix,10,10.0,10,10,10.0,1,60.0,1.0,Finished,58,8,6124603,01:34.2,196.647,7,15,0.0,1987,German
246841,807,890.0,10.0,11.0,2013.0,2013-07-28,Hungarian Grand Prix,12,12.0,11,11,11.0,0,69.0,11.0,+1 Lap,58,14,,01:26.7,181.826,7,15,0.0,1987,German
246891,807,892.0,12.0,14.0,2013.0,2013-09-08,Italian Grand Prix,3,3.0,5,5,5.0,10,53.0,1.0,Finished,48,4,4723707,01:26.7,240.495,17,14,0.0,1987,German
246948,807,896.0,16.0,68.0,2013.0,2013-10-27,Indian Grand Prix,7,7.0,19,19,19.0,0,54.0,26.0,Mechanical,52,13,,01:28.9,207.426,39,11,0.0,1987,German
247014,807,897.0,17.0,24.0,2013.0,2013-11-03,Abu Dhabi Grand Prix,6,5.0,14,14,14.0,0,54.0,11.0,+1 Lap,52,12,,01:45.6,189.394,39,11,0.0,1987,German
247084,807,898.0,18.0,69.0,2013.0,2013-11-17,United States Grand Prix,4,4.0,6,6,6.0,8,56.0,1.0,Finished,54,6,5987548,01:41.0,196.596,47,11,0.0,1987,German
247109,17,844.0,4.0,5.0,2011.0,2011-05-08,Turkish Grand Prix,2,2.0,2,2,2.0,18,58.0,1.0,Finished,48,1,5426365,01:29.7,214.226,55,3,0.0,1976,Australian
247236,807,900.0,1.0,1.0,2014.0,2014-03-16,Australian Grand Prix,7,7.0,6,6,6.0,8,57.0,1.0,Finished,56,2,5629428,01:32.6,206.235,8,6,0.0,1987,German
247302,807,901.0,2.0,2.0,2014.0,2014-03-30,Malaysian Grand Prix,7,7.0,5,5,5.0,10,56.0,1.0,Finished,38,10,6073173,01:46.0,188.284,18,6,0.0,1987,German
247364,807,902.0,3.0,3.0,2014.0,2014-04-06,Bahrain Grand Prix,12,11.0,5,5,5.0,10,57.0,1.0,Finished,37,3,6011397,01:38.8,197.228,28,3,0.0,1987,German
247376,807,903.0,4.0,17.0,2014.0,2014-04-20,Chinese Grand Prix,8,8.0,6,6,6.0,8,54.0,1.0,Finished,33,10,5662633,01:42.6,191.218,36,4,0.0,1987,German
247441,807,904.0,5.0,4.0,2014.0,2014-05-11,Spanish Grand Prix,11,10.0,10,10,10.0,1,65.0,11.0,+1 Lap,42,16,,01:31.4,183.325,37,6,0.0,1987,German
247557,807,905.0,6.0,6.0,2014.0,2014-05-25,Monaco Grand Prix,11,11.0,5,5,5.0,10,77.0,11.0,+1 Lap,38,9,,01:20.8,148.872,47,5,0.0,1987,German
247660,807,907.0,8.0,70.0,2014.0,2014-06-22,Austrian Grand Prix,10,10.0,9,9,9.0,2,71.0,1.0,Finished,60,11,5319113,01:13.2,212.882,59,6,0.0,1987,German
247695,17,845.0,5.0,4.0,2011.0,2011-05-22,Spanish Grand Prix,1,1.0,4,4,4.0,12,66.0,1.0,Finished,50,5,5991267,01:27.2,192.207,67,3,0.0,1976,Australian
247740,807,910.0,11.0,11.0,2014.0,2014-07-27,Hungarian Grand Prix,9,9.0,,R,20.0,0,16.0,3.0,Accident,14,20,,01:41.2,155.921,69,7,0.0,1987,German
247759,807,911.0,12.0,13.0,2014.0,2014-08-24,Belgian Grand Prix,18,18.0,10,10,10.0,1,44.0,1.0,Finished,40,9,5142253,01:53.6,221.934,70,7,0.0,1987,German
247803,807,915.0,16.0,71.0,2014.0,2014-10-12,Russian Grand Prix,12,17.0,12,12,12.0,0,53.0,1.0,Finished,50,9,5592053,01:42.7,205.023,76,8,0.0,1987,German
247856,807,916.0,17.0,69.0,2014.0,2014-11-02,United States Grand Prix,13,13.0,,R,16.0,0,16.0,5.0,Mechanical,15,16,,01:46.2,186.835,76,9,0.0,1987,German
247872,807,918.0,19.0,24.0,2014.0,2014-11-23,Abu Dhabi Grand Prix,12,12.0,6,6,6.0,16,55.0,1.0,Finished,47,7,6004767,01:45.8,189.024,96,9,0.0,1987,German
247927,807,926.0,1.0,1.0,2015.0,2015-03-15,Australian Grand Prix,14,13.0,7,7,7.0,6,57.0,11.0,+1 Lap,48,8,,01:32.0,207.576,6,7,0.0,1987,German
247944,807,930.0,5.0,4.0,2015.0,2015-05-10,Spanish Grand Prix,17,17.0,15,15,15.0,0,65.0,11.0,+1 Lap,51,7,,01:30.9,184.38,6,12,0.0,1987,German
247961,807,931.0,6.0,6.0,2015.0,2015-05-24,Monaco Grand Prix,13,11.0,11,11,11.0,0,78.0,1.0,Finished,46,14,6584652,01:19.9,150.313,6,13,0.0,1987,German
248046,807,932.0,7.0,7.0,2015.0,2015-06-07,Canadian Grand Prix,7,7.0,8,8,8.0,4,69.0,11.0,+1 Lap,66,9,,01:18.2,200.664,10,12,0.0,1987,German
248115,807,933.0,8.0,70.0,2015.0,2015-06-21,Austrian Grand Prix,5,5.0,6,6,6.0,8,71.0,1.0,Finished,62,12,5481005,01:12.5,214.686,18,9,0.0,1987,German
248193,807,934.0,9.0,9.0,2015.0,2015-07-05,British Grand Prix,9,9.0,7,7,7.0,6,52.0,1.0,Finished,32,9,5566473,01:38.3,215.752,24,9,0.0,1987,German
248319,807,927.0,2.0,2.0,2015.0,2015-03-29,Malaysian Grand Prix,13,13.0,14,14,14.0,0,55.0,11.0,+1 Lap,46,11,,01:44.8,190.368,6,9,0.0,1987,German
248381,807,928.0,3.0,17.0,2015.0,2015-04-12,Chinese Grand Prix,16,16.0,,R,20.0,0,9.0,6.0,Mechanical,6,18,,01:45.8,185.401,6,10,0.0,1987,German
248390,807,929.0,4.0,3.0,2015.0,2015-04-19,Bahrain Grand Prix,8,8.0,13,13,13.0,0,56.0,11.0,+1 Lap,40,10,,01:38.7,197.492,6,10,0.0,1987,German
248529,807,936.0,10.0,11.0,2015.0,2015-07-26,Hungarian Grand Prix,11,11.0,,R,20.0,0,41.0,33.0,Mechanical,38,13,,01:28.1,179.072,24,9,0.0,1987,German
248532,17,846.0,6.0,6.0,2011.0,2011-05-29,Monaco Grand Prix,3,3.0,4,4,4.0,12,78.0,1.0,Finished,78,1,7801474,01:16.2,157.724,79,3,0.0,1976,Australian
248550,807,938.0,12.0,14.0,2015.0,2015-09-06,Italian Grand Prix,9,9.0,7,7,7.0,6,52.0,11.0,+1 Lap,36,14,,01:28.9,234.552,30,11,0.0,1987,German
248594,807,953.0,6.0,6.0,2016.0,2016-05-29,Monaco Grand Prix,5,5.0,6,6,6.0,8,78.0,1.0,Finished,74,11,7262132,01:19.2,151.62,14,14,0.0,1987,German
248665,807,954.0,7.0,7.0,2016.0,2016-06-12,Canadian Grand Prix,9,9.0,8,8,8.0,4,69.0,11.0,+1 Lap,68,8,,01:16.6,204.944,18,13,0.0,1987,German
248674,807,955.0,8.0,73.0,2016.0,2016-06-19,European Grand Prix,12,12.0,9,9,9.0,2,51.0,1.0,Finished,37,15,5650074,01:48.0,200.077,20,12,0.0,1987,German
248713,807,956.0,9.0,70.0,2016.0,2016-07-03,Austrian Grand Prix,3,2.0,19,19,19.0,0,64.0,23.0,Mechanical,53,14,,01:10.3,221.502,20,13,0.0,1987,German
248742,807,967.0,20.0,18.0,2016.0,2016-11-13,Brazilian Grand Prix,8,8.0,7,7,7.0,6,71.0,1.0,Finished,69,8,10891162,01:26.7,178.862,66,9,0.0,1987,German
248755,807,968.0,21.0,24.0,2016.0,2016-11-27,Abu Dhabi Grand Prix,7,7.0,7,7,7.0,6,55.0,1.0,Finished,31,13,5934127,01:45.9,188.717,72,9,0.0,1987,German
248771,807,969.0,1.0,1.0,2017.0,2017-03-26,Australian Grand Prix,12,11.0,11,11,11.0,0,56.0,11.0,+1 Lap,55,12,,01:28.5,215.749,0,11,0.0,1987,German
248802,807,974.0,6.0,6.0,2017.0,2017-05-28,Monaco Grand Prix,12,10.0,,R,20.0,0,15.0,6.0,Mechanical,13,19,,01:17.9,154.242,14,11,0.0,1987,German
248804,807,975.0,7.0,7.0,2017.0,2017-06-11,Canadian Grand Prix,10,10.0,8,8,8.0,4,70.0,1.0,Finished,64,7,5645528,01:16.1,206.204,18,11,0.0,1987,German
248851,807,977.0,9.0,70.0,2017.0,2017-07-09,Austrian Grand Prix,11,11.0,13,13,13.0,0,70.0,11.0,+1 Lap,64,14,,01:09.0,225.146,18,12,0.0,1987,German
248900,807,978.0,10.0,9.0,2017.0,2017-07-16,British Grand Prix,6,5.0,6,6,6.0,8,51.0,1.0,Finished,43,8,4955539,01:32.6,229.08,26,10,0.0,1987,German
248922,807,979.0,11.0,11.0,2017.0,2017-07-30,Hungarian Grand Prix,7,12.0,17,17,17.0,0,67.0,23.0,Mechanical,61,8,,01:21.6,193.253,26,10,0.0,1987,German
248948,807,980.0,12.0,13.0,2017.0,2017-08-27,Belgian Grand Prix,7,7.0,6,6,6.0,8,44.0,1.0,Finished,39,7,5110907,01:48.9,231.49,34,10,0.0,1987,German
248984,807,913.0,14.0,15.0,2014.0,2014-09-21,Singapore Grand Prix,13,13.0,9,9,9.0,2,60.0,1.0,Finished,27,10,7266456,01:52.8,161.703,72,8,0.0,1987,German
248997,807,914.0,15.0,22.0,2014.0,2014-10-05,Japanese Grand Prix,14,13.0,8,8,8.0,4,44.0,1.0,Finished,28,7,6818969,01:52.8,185.306,76,8,0.0,1987,German
249041,807,917.0,18.0,18.0,2014.0,2014-11-09,Brazilian Grand Prix,12,12.0,8,8,8.0,4,71.0,1.0,Finished,70,3,5466489,01:13.7,210.4,80,9,0.0,1987,German
249151,807,939.0,13.0,15.0,2015.0,2015-09-20,Singapore Grand Prix,11,11.0,,R,20.0,0,12.0,4.0,Accident,6,18,,01:53.9,160.132,30,12,0.0,1987,German
249163,807,940.0,14.0,22.0,2015.0,2015-09-27,Japanese Grand Prix,11,13.0,6,6,6.0,8,53.0,1.0,Finished,43,9,5342067,01:38.3,212.6,38,11,0.0,1987,German
249216,807,942.0,16.0,69.0,2015.0,2015-10-25,United States Grand Prix,7,6.0,,R,14.0,0,35.0,3.0,Accident,24,13,,01:45.1,188.846,38,12,0.0,1987,German
249251,807,943.0,17.0,32.0,2015.0,2015-11-01,Mexican Grand Prix,10,10.0,7,7,7.0,6,71.0,1.0,Finished,69,9,6180898,01:22.4,188.059,44,12,0.0,1987,German
249322,807,944.0,18.0,18.0,2015.0,2015-11-15,Brazilian Grand Prix,6,5.0,6,6,6.0,8,70.0,11.0,+1 Lap,66,16,,01:16.8,202.052,52,10,0.0,1987,German
249392,807,945.0,19.0,24.0,2015.0,2015-11-29,Abu Dhabi Grand Prix,7,7.0,7,7,7.0,6,55.0,1.0,Finished,29,16,6003793,01:47.1,186.751,58,10,0.0,1987,German
249447,807,948.0,1.0,1.0,2016.0,2016-03-20,Australian Grand Prix,10,10.0,7,7,7.0,6,57.0,1.0,Finished,49,16,6569764,01:32.8,205.646,6,7,0.0,1987,German
249504,807,949.0,2.0,3.0,2016.0,2016-04-03,Bahrain Grand Prix,8,8.0,15,15,15.0,0,56.0,11.0,+1 Lap,53,4,,01:35.2,204.681,6,9,0.0,1987,German
249560,807,950.0,3.0,17.0,2016.0,2016-04-17,Chinese Grand Prix,10,13.0,15,15,15.0,0,55.0,11.0,+1 Lap,48,1,,01:39.8,196.581,6,11,0.0,1987,German
249612,807,981.0,13.0,14.0,2017.0,2017-09-03,Italian Grand Prix,12,14.0,13,13,13.0,0,52.0,11.0,+1 Lap,46,16,,01:26.1,242.128,34,10,0.0,1987,German
249664,807,982.0,14.0,15.0,2017.0,2017-09-17,Singapore Grand Prix,7,7.0,,R,14.0,0,48.0,5.0,Mechanical,37,13,,01:48.0,168.816,34,10,0.0,1987,German
249712,807,983.0,15.0,2.0,2017.0,2017-10-01,Malaysian Grand Prix,8,8.0,16,16,16.0,0,55.0,11.0,+1 Lap,52,2,,01:34.3,211.686,34,10,0.0,1987,German
249801,807,970.0,2.0,17.0,2017.0,2017-04-09,Chinese Grand Prix,7,7.0,12,12,12.0,0,55.0,11.0,+1 Lap,36,13,,01:38.0,200.21,0,13,0.0,1987,German
249856,807,973.0,5.0,4.0,2017.0,2017-05-14,Spanish Grand Prix,13,13.0,6,6,6.0,8,65.0,11.0,+1 Lap,56,15,,01:26.7,193.28,14,11,0.0,1987,German
249957,807,976.0,8.0,73.0,2017.0,2017-06-25,Azerbaijan Grand Prix,14,13.0,,R,17.0,0,24.0,3.0,Accident,9,19,,01:48.5,199.111,18,11,0.0,1987,German
250168,807,984.0,16.0,22.0,2017.0,2017-10-08,Japanese Grand Prix,12,11.0,,R,17.0,0,40.0,33.0,Mechanical,28,15,,01:35.9,218.028,34,10,0.0,1987,German
250172,807,986.0,18.0,32.0,2017.0,2017-10-29,Mexican Grand Prix,8,7.0,,R,19.0,0,24.0,10.0,Mechanical,18,18,,01:21.7,189.67,34,12,0.0,1987,German
250186,807,987.0,19.0,18.0,2017.0,2017-11-12,Brazilian Grand Prix,8,7.0,10,10,10.0,1,70.0,11.0,+1 Lap,57,15,,01:13.8,210.314,35,12,0.0,1987,German
250256,807,988.0,20.0,24.0,2017.0,2017-11-26,Abu Dhabi Grand Prix,7,7.0,6,6,6.0,8,55.0,1.0,Finished,53,8,5739775,01:42.4,195.303,43,10,0.0,1987,German
250311,807,989.0,1.0,1.0,2018.0,2018-03-25,Australian Grand Prix,8,7.0,7,7,7.0,6,58.0,1.0,Finished,57,9,5405954,01:27.1,219.23,6,7,0.0,1987,German
250369,807,990.0,2.0,3.0,2018.0,2018-04-08,Bahrain Grand Prix,8,7.0,6,6,6.0,8,57.0,1.0,Finished,50,9,5620964,01:34.7,205.807,14,6,0.0,1987,German
250426,807,991.0,3.0,17.0,2018.0,2018-04-15,Chinese Grand Prix,7,7.0,6,6,6.0,8,56.0,1.0,Finished,56,5,5757432,01:36.9,202.553,22,7,0.0,1987,German
250511,807,992.0,4.0,73.0,2018.0,2018-04-29,Azerbaijan Grand Prix,9,14.0,,R,18.0,0,10.0,3.0,Accident,10,18,,01:48.9,198.506,22,7,0.0,1987,German
250522,807,1003.0,15.0,15.0,2018.0,2018-09-16,Singapore Grand Prix,10,10.0,10,10,10.0,1,60.0,11.0,+1 Lap,53,19,,01:46.1,171.8,53,7,0.0,1987,German
250582,807,1005.0,17.0,22.0,2018.0,2018-10-07,Japanese Grand Prix,16,16.0,,R,19.0,0,37.0,5.0,Mechanical,32,17,,01:34.9,220.207,53,9,0.0,1987,German
250619,807,1007.0,19.0,32.0,2018.0,2018-10-28,Mexican Grand Prix,7,7.0,6,6,6.0,8,69.0,12.0,>+1 Laps,67,7,,01:20.6,192.15,69,7,0.0,1987,German
250656,807,1011.0,2.0,3.0,2019.0,2019-03-31,Bahrain Grand Prix,17,17.0,,R,17.0,0,53.0,5.0,Mechanical,14,6,,01:35.2,204.623,6,9,0.0,1987,German
250697,807,1013.0,4.0,73.0,2019.0,2019-04-28,Azerbaijan Grand Prix,16,15.0,14,14,14.0,0,50.0,11.0,+1 Lap,43,17,,01:47.4,201.204,6,11,0.0,1987,German
250765,807,1015.0,6.0,6.0,2019.0,2019-05-26,Monaco Grand Prix,11,11.0,13,13,13.0,0,77.0,11.0,+1 Lap,65,8,,01:16.3,157.496,6,15,0.0,1987,German
250839,807,1016.0,7.0,7.0,2019.0,2019-06-09,Canadian Grand Prix,7,7.0,7,7,7.0,6,69.0,11.0,+1 Lap,57,7,,01:16.0,206.587,12,13,0.0,1987,German
250919,807,952.0,5.0,4.0,2016.0,2016-05-15,Spanish Grand Prix,11,11.0,,R,20.0,0,20.0,5.0,Mechanical,8,20,,01:31.8,182.529,6,15,0.0,1987,German
251053,807,957.0,10.0,9.0,2016.0,2016-07-10,British Grand Prix,9,8.0,7,7,7.0,6,52.0,1.0,Finished,51,11,5773543,01:37.6,217.25,26,11,0.0,1987,German
251113,807,958.0,11.0,11.0,2016.0,2016-07-24,Hungarian Grand Prix,9,9.0,10,10,10.0,1,69.0,11.0,+1 Lap,69,13,,01:25.4,184.696,27,12,0.0,1987,German
251182,807,959.0,12.0,10.0,2016.0,2016-07-31,German Grand Prix,7,8.0,7,7,7.0,6,67.0,1.0,Finished,46,12,5514249,01:20.1,205.686,33,10,0.0,1987,German
251307,807,1017.0,8.0,34.0,2019.0,2019-06-23,French Grand Prix,13,13.0,8,8,8.0,4,52.0,11.0,+1 Lap,46,10,,01:35.0,221.497,16,10,0.0,1987,German
251320,807,1018.0,9.0,70.0,2019.0,2019-06-30,Austrian Grand Prix,12,15.0,13,13,13.0,0,70.0,11.0,+1 Lap,59,16,,01:09.2,224.48,16,11,0.0,1987,German
251354,807,1021.0,12.0,11.0,2019.0,2019-08-04,Hungarian Grand Prix,11,11.0,12,12,12.0,0,69.0,11.0,+1 Lap,59,14,,01:21.6,193.161,17,14,0.0,1987,German
251441,807,1022.0,13.0,13.0,2019.0,2019-09-01,Belgian Grand Prix,7,12.0,8,8,8.0,4,44.0,1.0,Finished,34,9,5132349,01:48.3,232.714,21,14,0.0,1987,German
251447,807,1023.0,14.0,14.0,2019.0,2019-09-08,Italian Grand Prix,6,6.0,5,5,5.0,10,53.0,1.0,Finished,53,8,4584830,01:23.6,249.337,31,11,0.0,1987,German
251456,807,1024.0,15.0,15.0,2019.0,2019-09-22,Singapore Grand Prix,8,8.0,9,9,9.0,2,61.0,1.0,Finished,59,12,7130385,01:45.8,172.333,33,11,0.0,1987,German
251519,807,1027.0,18.0,32.0,2019.0,2019-10-27,Mexican Grand Prix,12,12.0,10,10,10.0,1,70.0,11.0,+1 Lap,59,14,,01:20.8,191.783,35,11,0.0,1987,German
251587,807,1029.0,20.0,18.0,2019.0,2019-11-17,Brazilian Grand Prix,14,13.0,15,15,15.0,0,71.0,1.0,Finished,64,13,5612737,01:12.9,212.69,37,13,0.0,1987,German
251652,807,1030.0,21.0,24.0,2019.0,2019-12-01,Abu Dhabi Grand Prix,10,9.0,12,12,12.0,0,54.0,11.0,+1 Lap,52,16,,01:43.3,193.605,37,14,0.0,1987,German
251657,807,1041.0,11.0,20.0,2020.0,2020-10-11,Eifel Grand Prix,20,20.0,8,8,8.0,4,60.0,1.0,Finished,58,11,5782237,01:30.7,204.256,10,15,0.0,1987,German
251706,807,1074.0,1.0,3.0,2022.0,2022-03-20,Bahrain Grand Prix,17,17.0,17,17,17.0,0,57.0,1.0,Finished,49,19,5917413,01:38.2,198.401,0,17,0.0,1987,German
251726,808,338.0,2.0,1.0,2010.0,2010-03-28,Australian Grand Prix,18,18.0,,R,19.0,0,9.0,20.0,Accident,6,18,,01:43.1,185.11,0,22,0.0,1984,Russian
251735,808,347.0,11.0,10.0,2010.0,2010-07-25,German Grand Prix,13,13.0,10,10,10.0,1,66.0,11.0,+1 Lap,62,17,,01:17.2,213.3,7,14,0.0,1984,Russian
251754,808,348.0,12.0,11.0,2010.0,2010-08-01,Hungarian Grand Prix,7,7.0,5,5,5.0,10,70.0,1.0,Finished,61,6,6138763,01:23.8,188.207,17,12,0.0,1984,Russian
251801,808,349.0,13.0,13.0,2010.0,2010-08-29,Belgian Grand Prix,24,23.0,9,9,9.0,2,44.0,1.0,Finished,32,7,5368119,01:51.2,226.799,19,13,0.0,1984,Russian
251810,808,353.0,17.0,35.0,2010.0,2010-10-24,Korean Grand Prix,15,20.0,,R,18.0,0,39.0,3.0,Accident,39,13,,01:53.0,178.835,19,14,0.0,1984,Russian
251849,808,354.0,18.0,18.0,2010.0,2010-11-07,Brazilian Grand Prix,10,10.0,16,16,16.0,0,70.0,11.0,+1 Lap,70,15,,01:15.5,205.503,19,15,0.0,1984,Russian
251850,808,876.0,17.0,68.0,2012.0,2012-10-28,Indian Grand Prix,19,19.0,17,17,17.0,0,59.0,11.0,+1 Lap,58,19,,01:31.2,202.384,0,21,0.0,1984,Russian
251899,810,347.0,11.0,10.0,2010.0,2010-07-25,German Grand Prix,24,24.0,,R,21.0,0,50.0,6.0,Mechanical,49,20,,01:20.7,204.037,0,21,0.0,1984,Brazilian
251928,810,348.0,12.0,11.0,2010.0,2010-08-01,Hungarian Grand Prix,22,21.0,18,18,18.0,0,66.0,14.0,>+1 Laps,62,16,,01:27.3,180.686,0,21,0.0,1984,Brazilian
251931,810,349.0,13.0,13.0,2010.0,2010-08-29,Belgian Grand Prix,23,22.0,17,17,17.0,0,43.0,11.0,+1 Lap,25,21,,01:55.7,217.919,0,21,0.0,1984,Brazilian
251932,810,350.0,14.0,14.0,2010.0,2010-09-12,Italian Grand Prix,22,21.0,20,20,20.0,0,50.0,13.0,>+1 Laps,46,19,,01:28.2,236.526,0,21,0.0,1984,Brazilian
251937,807,960.0,13.0,13.0,2016.0,2016-08-28,Belgian Grand Prix,7,7.0,4,4,4.0,12,44.0,1.0,Finished,41,10,6326965,01:53.5,222.094,45,9,0.0,1987,German
251948,807,961.0,14.0,14.0,2016.0,2016-09-04,Italian Grand Prix,9,9.0,10,10,10.0,1,53.0,1.0,Finished,40,13,4726745,01:27.0,239.837,46,9,0.0,1987,German
251985,807,963.0,16.0,2.0,2016.0,2016-10-02,Malaysian Grand Prix,8,8.0,8,8,8.0,4,56.0,1.0,Finished,43,5,5906838,01:37.8,204.051,50,9,0.0,1987,German
252041,807,964.0,17.0,22.0,2016.0,2016-10-09,Japanese Grand Prix,9,9.0,8,8,8.0,4,53.0,1.0,Finished,39,10,5262510,01:37.4,214.74,54,9,0.0,1987,German
252094,807,965.0,18.0,69.0,2016.0,2016-10-23,United States Grand Prix,7,7.0,,R,22.0,0,1.0,4.0,Accident,,0,,,,54,9,0.0,1987,German
252095,807,966.0,19.0,32.0,2016.0,2016-10-30,Mexican Grand Prix,5,5.0,7,7,7.0,6,71.0,1.0,Finished,50,9,6090293,01:23.3,186.034,60,9,0.0,1987,German
252231,807,971.0,3.0,3.0,2017.0,2017-04-16,Bahrain Grand Prix,7,7.0,9,9,9.0,2,57.0,1.0,Finished,40,12,5713562,01:35.4,204.286,2,13,0.0,1987,German
252288,807,972.0,4.0,71.0,2017.0,2017-04-30,Russian Grand Prix,8,8.0,8,8,8.0,4,52.0,1.0,Finished,52,7,5384931,01:38.4,213.912,6,11,0.0,1987,German
252340,807,994.0,6.0,6.0,2018.0,2018-05-27,Monaco Grand Prix,11,11.0,8,8,8.0,4,78.0,1.0,Finished,57,6,6199646,01:16.1,157.941,26,8,0.0,1987,German
252418,807,1000.0,12.0,11.0,2018.0,2018-07-29,Hungarian Grand Prix,13,13.0,12,12,12.0,0,69.0,11.0,+1 Lap,69,5,,01:21.3,194.085,52,7,0.0,1987,German
252461,810,351.0,15.0,15.0,2010.0,2010-09-26,Singapore Grand Prix,20,20.0,15,15,15.0,0,59.0,12.0,>+1 Laps,55,17,,01:52.5,162.317,0,21,0.0,1984,Brazilian
