,driverId,raceId,constructorId,fastestLap,rank,fastestLapTime,fastestLapSpeed
767,31,54,1,39,3,135566,208.806
768,13,54,6,51,8,135954,207.962
769,30,54,6,44,5,135647,208.629
770,35,54,2,43,9,136002,207.858
771,23,54,7,34,6,135686,208.544
772,15,54,7,52,11,136380,207.042
773,22,54,11,54,10,136188,207.456
774,24,54,5,40,16,137387,204.902
775,27,54,13,34,18,138198,203.209
776,33,54,13,39,19,139510,200.53
777,11,54,8,14,20,140199,199.151
778,2,54,2,41,7,135751,208.403
779,26,54,5,25,14,137313,205.057
780,34,54,8,18,21,142833,194.05
781,32,54,9,14,13,136867,206.002
782,17,54,3,12,12,136771,206.206
783,14,54,9,4,17,138078,203.458
784,3,54,3,6,15,137366,204.946
786,4,55,4,49,2,126189,221.499
787,8,55,1,57,1,126045,221.869
788,23,55,7,45,10,127810,217.41
789,2,55,2,49,7,127700,217.683
790,21,55,4,53,5,127561,218.028
791,35,55,2,56,13,128321,216.152
792,22,55,11,32,6,127690,217.707
793,14,55,9,32,12,128250,216.326
794,26,55,5,26,14,128367,216.039
795,18,55,11,17,8,127799,217.437
796,27,55,13,53,15,129238,213.931
797,11,55,8,54,17,130574,210.775
798,34,55,8,49,18,133737,203.663
799,31,55,1,45,4,127464,218.27
800,33,55,13,31,16,129687,212.86
801,24,55,5,25,11,127988,216.97
802,30,55,6,27,3,127180,218.981
803,17,55,3,19,9,127800,217.435
804,32,55,9,4,19,141351,188.363
808,30,56,6,19,2,124624,210.961
809,4,56,4,23,1,124569,211.098
810,31,56,1,22,4,125096,209.791
811,13,56,6,12,10,125528,208.731
812,8,56,1,49,3,125027,209.961
813,17,56,3,39,9,125488,208.829
814,18,56,11,29,6,125347,209.174
815,21,56,4,43,7,125353,209.159
816,23,56,7,45,5,125316,209.25
817,22,56,11,12,13,126129,207.275
818,3,56,3,30,15,126418,206.581
819,35,56,2,53,8,125438,208.951
820,2,56,2,53,12,125996,207.595
821,24,56,5,43,11,125679,208.363
822,26,56,5,57,14,126248,206.989
823,33,56,13,53,18,127160,204.823
824,14,56,9,41,17,126855,205.542
825,11,56,8,40,20,129100,200.363
826,32,56,9,30,16,126759,205.77
827,34,56,8,15,21,131032,196.111
828,15,56,7,4,19,128039,202.778
830,30,57,6,39,1,132099,201.226
831,4,57,4,37,3,132532,200.285
832,13,57,6,19,5,133099,199.065
833,8,57,1,43,2,132472,200.415
834,22,57,11,59,9,133952,197.258
835,21,57,4,46,4,132964,199.354
836,3,57,3,48,7,133579,198.044
837,35,57,2,38,12,134037,197.079
838,15,57,7,58,10,133953,197.256
839,2,57,2,47,11,134035,197.084
840,26,57,5,57,14,134091,196.966
841,33,57,13,41,18,135504,194.052
842,27,57,13,35,17,135428,194.207
843,23,57,7,27,8,133607,197.985
844,31,57,1,47,6,133571,198.061
845,11,57,8,26,19,136706,191.64
846,36,57,8,21,20,137214,190.639
847,18,57,11,9,13,134042,197.069
848,32,57,9,16,15,134553,196.004
849,17,57,3,11,16,135415,194.233
850,14,57,9,2,21,224500,128.254
852,4,58,4,39,2,116723,217.108
853,30,58,6,43,3,116922,216.546
854,21,58,4,38,4,117083,216.094
855,13,58,6,42,1,116648,217.32
856,8,58,1,40,5,117357,215.328
857,18,58,11,40,6,117367,215.301
858,22,58,11,40,7,117399,215.212
859,2,58,2,49,10,117869,213.913
860,17,58,3,61,11,117900,213.827
861,15,58,7,42,13,118465,212.288
862,3,58,3,51,8,117861,213.935
863,35,58,2,62,12,118050,213.417
864,32,58,9,59,15,118516,212.15
865,14,58,9,55,9,117862,213.932
866,24,58,5,52,14,118488,212.226
867,33,58,13,28,18,119265,210.145
868,11,58,8,42,21,120411,207.15
869,27,58,13,28,20,119532,209.44
870,26,58,5,41,16,118541,212.082
871,23,58,7,24,17,118621,211.867
872,31,58,1,17,19,119482,209.571
873,36,58,8,9,22,122389,202.177
874,4,59,4,11,3,115671,158.898
875,31,59,1,20,6,116008,158.193
876,14,59,9,45,19,117849,154.452
877,22,59,11,67,12,117320,155.509
878,30,59,6,74,1,115143,160.014
879,21,59,4,58,5,115919,158.379
880,2,59,2,72,11,117319,155.511
881,23,59,7,72,15,117540,155.068
882,13,59,6,40,7,116612,156.946
883,24,59,5,75,17,117660,154.828
884,18,59,11,59,10,117300,155.549
885,27,59,13,77,16,117603,154.942
886,26,59,5,77,14,117481,155.186
887,35,59,2,74,18,117767,154.615
888,33,59,13,71,13,117329,155.491
889,36,59,8,72,22,119104,152.002
890,15,59,7,30,8,117180,155.791
891,32,59,9,19,20,117930,154.292
892,3,59,3,43,9,117227,155.696
893,8,59,1,19,2,115325,159.628
894,17,59,3,23,4,115680,158.879
895,11,59,8,39,21,118793,152.602
896,4,60,4,21,1,121599,226.811
897,30,60,6,53,2,121934,225.884
898,8,60,1,15,5,122461,224.44
899,21,60,4,42,3,122238,225.049
900,13,60,6,43,4,122371,224.685
901,31,60,1,38,8,122780,223.575
902,2,60,2,43,6,122706,223.775
903,35,60,2,46,10,122921,223.195
904,3,60,3,47,9,122916,223.209
905,22,60,11,38,11,123224,222.382
906,15,60,7,19,7,122744,223.673
907,14,60,9,42,14,123995,220.341
908,24,60,5,25,15,124221,219.75
909,32,60,9,30,12,123712,221.086
910,27,60,13,27,13,123977,220.388
911,33,60,13,25,16,124636,218.672
912,11,60,8,23,18,126520,213.911
913,36,60,8,26,19,127167,212.323
914,18,60,11,8,17,125207,217.207
918,4,61,4,22,2,115911,206.815
919,30,61,6,68,3,115993,206.592
920,8,61,1,22,1,115841,207.006
921,21,61,4,49,4,116669,204.771
922,13,61,6,31,5,117308,203.078
923,15,61,7,15,8,117503,202.567
924,2,61,2,52,7,117454,202.695
925,14,61,9,39,10,117619,202.264
926,18,61,11,21,13,118001,201.274
927,26,61,5,52,12,117720,202.002
928,32,61,9,55,9,117576,202.377
929,17,61,3,17,11,117705,202.041
930,24,61,5,50,14,118078,201.075
931,33,61,13,5,18,119291,197.999
932,11,61,8,40,19,120490,195.05
933,35,61,2,29,6,117394,202.852
934,23,61,7,19,16,118793,199.251
935,31,61,1,5,15,118493,200.012
936,22,61,11,10,17,119286,198.012
937,36,61,8,2,20,207709,122.932
940,30,62,6,56,1,112719,207.527
941,13,62,6,29,2,112954,206.859
942,21,62,4,28,3,113131,206.358
943,15,62,7,37,5,113269,205.969
944,4,62,4,72,6,113316,205.837
945,22,62,11,47,7,113611,205.012
946,14,62,9,33,11,114730,201.942
947,24,62,5,41,9,114286,203.149
948,3,62,3,42,10,114707,202.005
949,23,62,7,29,4,113225,206.093
950,27,62,13,34,12,114731,201.94
951,35,62,2,19,8,113934,204.117
952,33,62,13,9,13,122036,183.958
953,11,62,8,6,14,143802,145.384
954,18,62,11,2,15,204692,121.027
962,30,63,6,46,1,117111,205.931
963,4,63,4,23,5,117770,204.186
964,13,63,6,18,2,117141,205.851
965,23,63,7,19,6,117809,204.084
966,8,63,1,30,4,117717,204.325
967,21,63,4,20,9,118057,203.435
968,37,63,1,34,3,117625,204.568
969,2,63,2,48,14,118809,201.494
970,14,63,9,56,17,118978,201.063
971,26,63,5,66,12,118674,201.84
972,35,63,2,56,7,117906,203.83
973,32,63,9,56,16,118968,201.089
974,24,63,5,54,10,118241,202.957
975,3,63,3,62,13,118796,201.527
976,27,63,13,67,18,119356,200.105
977,36,63,8,53,20,120113,198.215
978,18,63,11,47,11,118510,202.262
979,17,63,3,34,15,118859,201.366
980,15,63,7,16,8,118036,203.49
981,22,63,11,16,19,120094,198.262
982,33,63,13,8,21,121663,194.452
984,30,64,6,17,1,116357,215.65
985,13,64,6,18,2,116392,215.551
986,8,64,1,4,3,116475,215.317
987,18,64,11,14,7,116818,214.356
988,4,64,4,66,9,117256,213.14
989,21,64,4,18,8,116981,213.902
990,15,64,7,48,5,116807,214.386
991,32,64,9,49,12,117719,211.87
992,23,64,7,64,4,116763,214.509
993,24,64,5,51,10,117407,212.724
994,14,64,9,24,13,117811,211.62
995,26,64,5,50,11,117450,212.606
996,17,64,3,43,6,116812,214.372
997,11,64,8,26,19,119413,207.351
998,35,64,2,29,17,118904,208.689
999,22,64,11,16,14,118029,211.029
1000,2,64,2,3,18,119264,207.741
1001,37,64,1,2,20,119649,206.737
1004,27,64,13,35,15,118247,210.441
1005,33,64,13,46,16,118718,209.182
1006,18,65,11,57,4,125143,185.236
1007,37,65,1,67,2,124315,187.055
1008,2,65,2,65,7,125801,183.816
1009,22,65,11,69,3,124678,186.253
1010,14,65,9,65,10,127572,180.098
1011,23,65,7,65,5,125247,185.01
1012,13,65,6,65,1,123516,188.845
1013,30,65,6,57,11,127834,179.561
1014,33,65,13,66,13,128178,178.86
1015,27,65,13,67,8,126117,183.141
1016,26,65,5,66,9,126249,182.861
1017,15,65,7,58,6,125779,183.863
1018,11,65,8,53,15,130957,173.396
1019,4,65,4,50,14,129408,176.4
1020,8,65,1,7,16,133690,168.338
1021,24,65,5,8,19,138858,159.537
1022,3,65,3,9,20,138964,159.367
1023,21,65,4,9,17,135550,165.061
1024,32,65,9,6,18,138702,159.79
1027,9,65,2,55,12,128154,178.909
1028,13,66,6,38,2,128123,218.067
1029,4,66,4,38,3,128245,217.766
1030,30,66,6,55,1,128005,218.36
1031,18,66,11,58,4,128474,217.202
1032,37,66,1,54,7,128959,216.018
1033,21,66,4,29,5,128546,217.026
1034,23,66,7,58,8,129084,215.715
1035,22,66,11,26,6,128733,216.568
1036,15,66,7,24,13,130048,213.406
1037,17,66,3,50,15,130088,213.311
1038,32,66,9,26,11,130025,213.46
1039,9,66,2,34,9,129723,214.179
1040,26,66,5,43,10,129933,213.679
1041,2,66,2,56,16,130335,212.728
1042,14,66,9,24,12,130026,213.458
1043,27,66,13,35,17,130403,212.568
1044,11,66,8,33,18,131814,209.301
1045,3,66,3,21,14,130071,213.351
1046,29,66,8,12,20,132337,208.115
1047,24,66,5,12,19,132148,208.542
1050,30,67,6,14,2,122575,252.555
1051,8,67,1,13,1,122559,252.604
1052,9,67,2,21,4,123111,250.927
1053,21,67,4,25,8,123617,249.408
1054,18,67,11,51,7,123518,249.704
1055,22,67,11,27,10,123794,248.881
1056,15,67,7,25,11,123869,248.659
1057,2,67,2,20,6,123294,250.375
1058,13,67,6,41,3,123003,251.253
1059,17,67,3,27,12,124197,247.69
1060,32,67,9,37,13,124571,246.595
1061,14,67,9,51,17,124984,245.396
1062,26,67,5,50,18,125094,245.079
1063,24,67,5,52,14,124764,246.033
1064,23,67,7,41,16,124837,245.821
1065,11,67,8,15,21,125676,243.414
1066,27,67,14,17,20,125494,243.932
1067,33,67,14,27,15,124822,245.865
1068,4,67,4,38,5,123121,250.896
1069,37,67,1,8,9,123702,249.155
1070,29,67,8,15,22,126548,240.962
1071,3,67,3,8,19,125362,244.31
1072,30,68,6,50,2,138553,199.117
1073,4,68,4,49,1,137586,201.09
1074,21,68,4,53,6,139332,197.555
1075,18,68,11,51,5,139206,197.806
1076,37,68,1,45,3,139149,197.92
1077,22,68,11,52,9,139749,196.729
1078,2,68,2,53,4,139164,197.89
1079,17,68,3,44,12,139907,196.418
1080,14,68,9,52,15,140549,195.164
1081,24,68,5,53,18,141710,192.936
1082,3,68,3,52,14,140471,195.316
1083,38,68,9,52,10,139801,196.627
1084,9,68,2,51,13,140193,195.857
1085,26,68,5,49,8,139681,196.863
1086,27,68,14,50,17,141483,193.368
1087,29,68,8,42,19,141847,192.677
1088,23,68,7,47,11,139823,196.583
1089,13,68,6,42,7,139397,197.426
1090,15,68,7,24,21,144787,187.271
1091,33,68,14,35,22,145356,186.259
1092,8,68,1,14,20,144094,188.518
1093,11,68,8,48,16,140856,194.57
1094,4,69,4,14,1,132676,225.572
1095,13,69,6,37,3,133296,224.073
1096,21,69,4,13,7,133564,223.432
1097,18,69,11,35,5,133451,223.702
1098,8,69,1,24,4,133344,223.958
1099,15,69,7,2,9,133866,222.713
1100,23,69,7,2,8,133607,223.329
1101,2,69,2,31,13,134525,221.16
1102,9,69,2,39,6,133509,223.563
1103,3,69,3,33,15,134802,220.514
1104,37,69,1,22,11,134120,222.112
1105,22,69,11,40,10,134071,222.227
1106,38,69,9,37,19,135099,219.825
1107,24,69,5,22,12,134131,222.086
1108,11,69,8,26,17,135082,219.864
1109,33,69,14,27,20,135260,219.454
1110,29,69,8,22,21,135594,218.687
1111,26,69,5,37,14,134560,221.078
1112,17,69,3,19,18,135092,219.841
1113,30,69,6,32,2,132792,225.29
1114,14,69,9,20,16,135052,219.934
1115,27,69,14,19,22,136036,217.68
1116,13,70,6,23,2,112877,212.857
1117,4,70,4,70,3,112961,212.612
1118,18,70,11,71,4,113053,212.344
1119,30,70,6,70,1,112162,214.966
1120,8,70,1,58,6,113281,211.683
1121,21,70,4,70,5,113121,212.146
1122,22,70,11,48,8,113391,211.366
1123,37,70,1,63,12,113817,210.146
1124,9,70,2,25,14,114117,209.296
1125,11,70,8,47,9,113401,211.337
1126,26,70,5,69,13,113862,210.018
1127,38,70,9,62,11,113700,210.48
1128,24,70,5,69,10,113687,210.517
1129,27,70,14,61,17,114591,207.966
1130,33,70,14,38,16,114410,208.471
1131,29,70,8,67,7,113379,211.401
1132,2,70,2,18,15,114163,209.166
1133,14,70,9,12,19,116045,203.989
1134,15,70,7,9,18,114882,207.157
1135,23,70,7,8,20,116835,201.892
1138,21,71,4,55,2,125994,222.001
1139,22,71,6,54,3,126233,221.386
1140,4,71,4,24,1,125683,222.807
1141,14,71,9,40,11,126690,220.219
1142,17,71,3,37,8,126493,220.72
1143,31,71,1,41,7,126393,220.976
1144,32,71,9,39,10,126627,220.379
1145,8,71,1,55,4,126255,221.329
1146,15,71,7,56,14,127116,219.142
1147,13,71,15,55,13,126893,219.704
1148,18,71,16,55,5,126260,221.316
1149,23,71,7,56,9,126536,220.611
1150,35,71,15,54,15,127745,217.571
1151,11,71,16,36,16,127877,217.244
1152,39,71,17,36,17,127970,217.014
1153,33,71,17,16,18,128999,214.505
1154,40,71,18,22,19,132852,205.604
1155,30,71,6,38,6,126261,221.314
1156,2,71,3,38,12,126854,219.803
1157,27,71,18,11,20,133144,204.96
1158,4,72,4,18,4,135899,208.081
1159,15,72,7,18,3,135816,208.261
1160,2,72,3,40,2,135712,208.487
1161,31,72,1,42,8,136585,206.603
1162,23,72,7,15,7,136321,207.169
1163,14,72,9,18,9,136790,206.165
1164,30,72,6,41,12,136982,205.757
1165,32,72,9,17,11,136902,205.927
1166,8,72,1,23,1,135483,208.987
1167,13,72,15,18,13,137212,205.27
1168,39,72,17,18,16,139833,199.881
1169,33,72,17,36,17,140432,198.689
1170,27,72,18,12,19,142465,194.747
1171,22,72,6,22,10,136878,205.978
1172,21,72,4,21,6,136182,207.469
1173,17,72,3,20,5,136026,207.806
1174,35,72,15,18,15,138058,203.499
1175,18,72,16,2,14,137912,203.803
1176,19,72,16,2,18,141470,196.657
1177,40,72,18,2,20,143558,192.692
1178,4,73,4,39,2,131713,212.436
1179,15,73,7,41,4,132324,211.03
1180,8,73,1,41,3,131822,212.184
1181,23,73,7,36,6,132683,210.213
1182,37,73,1,43,1,131447,213.054
1183,17,73,3,20,10,133087,209.3
1184,13,73,15,40,12,133326,208.764
1185,14,73,9,42,13,133417,208.561
1186,22,73,6,23,8,132976,209.55
1187,33,73,17,18,15,135744,203.492
1188,35,73,15,24,14,133458,208.47
1189,40,73,18,16,16,136432,202.04
1190,27,73,18,3,17,136913,201.038
1191,18,73,16,45,5,132411,210.832
1192,11,73,16,23,11,133124,209.217
1193,2,73,3,19,9,133055,209.372
1194,30,73,6,7,7,132886,209.753
1195,21,73,4,2,18,137036,200.783
1196,39,73,17,2,19,137533,199.76
1198,4,74,4,22,4,123133,213.619
1199,30,74,6,48,1,121858,216.946
1200,25,74,1,24,3,123023,213.902
1201,35,74,15,45,10,124017,211.371
1202,15,74,7,44,11,124022,211.358
1203,2,74,3,54,9,123917,211.623
1204,17,74,3,17,14,124419,210.364
1205,24,74,9,46,7,123488,212.71
1206,23,74,7,19,13,124230,210.836
1207,13,74,15,37,8,123602,212.42
1208,14,74,9,22,16,124641,209.813
1209,39,74,17,20,12,124094,211.177
1210,33,74,17,19,17,124719,209.62
1211,27,74,18,18,19,127420,203.143
1212,22,74,6,13,15,124435,210.325
1213,8,74,1,8,5,123296,213.201
1214,40,74,18,5,20,128334,201.041
1215,21,74,4,4,18,125665,207.305
1216,18,74,16,22,2,122604,214.987
1217,11,74,16,23,6,123368,213.016
1218,8,75,1,41,4,115977,219.24
1219,4,75,4,59,5,116098,218.891
1220,15,75,7,63,8,116614,217.417
1221,23,75,7,63,6,116469,217.829
1222,21,75,4,66,1,115641,220.213
1223,17,75,3,62,9,116761,217.0
1224,31,75,1,55,3,115771,219.836
1225,14,75,9,65,11,116947,216.476
1226,22,75,6,64,12,117156,215.889
1227,2,75,3,60,7,116519,217.687
1228,13,75,15,51,10,116802,216.884
1229,33,75,17,22,14,118998,210.855
1230,39,75,17,16,16,119734,208.909
1231,35,75,15,43,13,117585,214.696
1232,30,75,6,31,2,115648,220.193
1233,27,75,18,15,17,120124,207.892
1234,40,75,18,10,18,120865,205.987
1235,24,75,9,9,15,119435,209.695
1236,8,76,1,41,2,115921,158.375
1237,2,76,3,15,9,117159,155.834
1238,17,76,3,77,7,116971,156.214
1239,4,76,4,19,3,116600,156.971
1240,31,76,1,50,10,117403,155.342
1241,23,76,7,11,8,117070,156.014
1242,30,76,6,40,1,115842,158.54
1243,22,76,6,51,6,116916,156.326
1244,13,76,15,16,13,117799,154.552
1245,15,76,7,38,5,116812,156.538
1246,35,76,15,17,11,117482,155.184
1247,21,76,4,20,4,116776,156.611
1248,33,76,17,12,17,120747,148.909
1249,27,76,18,22,16,120237,149.856
1250,24,76,9,43,14,118030,154.094
1251,40,76,18,19,15,119037,152.131
1252,14,76,9,15,12,117693,154.762
1253,39,76,17,14,18,122019,146.6
1254,4,77,4,44,1,130711,204.305
1255,2,77,3,9,4,131124,203.38
1256,22,77,6,44,3,131028,203.594
1257,14,77,9,19,5,131306,202.974
1258,30,77,6,19,6,131503,202.537
1259,21,77,4,47,7,131708,202.084
1260,31,77,1,42,10,131807,201.866
1261,15,77,7,43,9,131779,201.928
1262,24,77,9,43,13,131971,201.506
1263,18,77,16,20,12,131955,201.542
1264,8,77,1,9,2,130940,203.791
1265,11,77,16,26,11,131889,201.686
1266,35,77,15,41,15,132583,200.174
1267,13,77,15,18,14,132329,200.725
1268,33,77,17,39,17,133425,198.37
1269,39,77,17,21,16,133292,198.653
1270,27,77,18,18,18,135047,194.985
1271,40,77,18,18,19,135536,193.987
1272,23,77,7,25,8,131724,202.049
1274,8,78,1,23,1,114384,211.061
1275,30,78,6,32,4,114868,209.697
1276,22,78,6,46,8,115480,207.996
1277,13,78,15,18,13,116008,206.551
1278,17,78,3,23,7,115401,208.214
1279,23,78,7,44,10,115827,207.044
1280,14,78,9,17,16,116414,205.454
1281,32,78,9,46,15,116299,205.764
1282,35,78,15,26,12,115945,206.723
1283,33,78,17,19,18,117344,202.984
1284,27,78,18,15,19,118462,200.091
1285,15,78,7,43,11,115872,206.922
1286,18,78,16,30,6,115189,208.801
1287,2,78,3,20,9,115752,207.249
1288,11,78,16,14,14,116044,206.454
1289,40,78,18,33,20,118709,199.463
1290,4,78,4,38,3,114727,210.092
1291,21,78,4,24,5,114890,209.635
1292,39,78,17,20,17,117015,203.851
1293,31,78,1,24,2,114576,210.518
1294,30,79,6,48,1,111497,211.074
1295,22,79,6,48,2,111649,210.626
1296,33,79,17,44,3,113237,206.059
1297,39,79,17,65,4,113370,205.686
1298,27,79,18,2,5,113907,204.191
1299,40,79,18,43,6,114490,202.593
1314,4,80,4,5,2,116502,207.571
1315,8,80,1,25,1,116423,207.785
1316,30,80,6,22,7,117714,204.333
1317,18,80,16,18,4,117408,205.141
1318,15,80,7,67,8,117792,204.128
1319,21,80,4,18,5,117511,204.868
1320,23,80,7,36,14,118103,203.316
1321,35,80,15,17,10,117841,204.0
1322,22,80,6,4,12,117960,203.689
1323,14,80,9,39,6,117611,204.605
1324,11,80,16,8,11,117929,203.77
1325,17,80,3,17,15,118395,202.558
1326,33,80,17,32,16,120004,198.485
1327,2,80,3,36,13,118102,203.318
1328,39,80,17,9,17,120156,198.108
1329,31,80,1,24,3,116656,207.154
1330,27,80,18,8,18,121077,195.858
1331,40,80,18,4,19,121451,194.958
1332,13,80,15,11,9,117805,204.094
1334,31,81,1,41,2,120700,229.338
1335,4,81,4,40,4,121228,227.847
1336,8,81,1,60,1,120502,229.902
1337,21,81,4,43,3,121159,228.041
1338,18,81,16,42,7,121993,225.721
1339,30,81,6,23,5,121675,226.6
1340,22,81,6,41,9,122302,224.874
1341,23,81,7,46,6,121960,225.812
1342,15,81,7,56,8,122112,225.394
1343,13,81,15,45,10,122466,224.427
1344,17,81,3,16,15,123291,222.204
1345,2,81,3,58,16,123360,222.02
1346,14,81,9,44,12,123089,222.744
1347,35,81,15,16,14,123210,222.42
1348,32,81,9,58,13,123147,222.588
1349,11,81,16,54,11,122551,224.195
1350,33,81,17,38,17,124247,219.682
1351,27,81,18,53,19,126182,214.75
1352,40,81,18,37,20,126489,213.987
1353,39,81,17,8,18,125257,217.08
1354,4,82,4,21,2,115235,218.866
1355,31,82,1,54,4,115878,217.011
1356,18,82,16,19,3,115843,217.111
1357,21,82,4,21,5,115890,216.977
1358,30,82,6,18,7,116099,216.381
1359,23,82,7,23,6,116073,216.455
1360,14,82,9,18,8,116233,216.0
1361,13,82,15,45,10,116288,215.845
1362,32,82,9,45,9,116236,215.992
1363,22,82,6,47,12,116528,215.168
1364,2,82,3,10,13,116607,214.946
1365,11,82,16,27,14,116725,214.615
1366,27,82,18,11,19,118425,209.963
1367,15,82,7,45,11,116474,215.32
1368,35,82,15,26,16,117122,213.511
1369,39,82,17,7,18,118212,210.535
1370,33,82,17,12,17,118106,210.821
1371,38,82,18,44,20,119025,208.369
1372,17,82,3,46,15,116803,214.397
1373,8,82,1,24,1,114873,219.924
1374,8,83,1,40,1,121219,194.186
1375,30,83,6,13,3,121476,193.573
1376,23,83,7,13,5,121873,192.634
1377,15,83,7,32,4,121842,192.707
1378,18,83,16,70,8,122406,191.388
1379,2,83,3,53,6,122053,192.212
1380,17,83,3,47,9,122453,191.279
1381,11,83,16,45,7,122399,191.405
1382,21,83,4,19,10,122506,191.157
1383,22,83,6,20,11,122768,190.551
1384,4,83,4,51,12,122884,190.285
1385,39,83,17,17,15,124446,186.765
1386,33,83,17,15,16,124774,186.042
1387,13,83,15,22,13,123048,189.909
1388,27,83,18,8,18,125956,183.484
1389,35,83,15,23,14,123118,189.749
1390,31,83,1,20,2,121237,194.143
1391,38,83,18,16,17,125646,184.148
1394,8,84,1,40,2,125030,226.0
1395,4,84,4,58,3,125524,224.694
1396,31,84,1,39,1,124770,226.693
1397,21,84,4,34,4,125604,224.484
1398,18,84,16,58,5,125790,223.998
1399,15,84,7,52,7,126178,222.989
1400,14,84,9,58,9,126417,222.372
1401,32,84,9,58,8,126374,222.483
1402,11,84,16,54,6,125858,223.82
1403,22,84,6,45,11,126635,221.813
1404,35,84,15,44,13,126967,220.966
1405,23,84,7,38,15,127025,220.819
1406,38,84,18,53,18,129229,215.364
1407,39,84,17,42,19,129286,215.227
1408,33,84,17,50,17,129035,215.834
1409,27,84,18,13,20,129392,214.972
1410,30,84,6,21,14,126991,220.905
1411,2,84,3,25,16,127353,219.99
1412,13,84,15,27,10,126514,222.123
1413,17,84,3,12,12,126791,221.414
1414,31,85,1,15,2,121828,254.861
1415,4,85,4,16,3,122146,253.874
1416,21,85,4,16,4,122587,252.519
1417,8,85,1,51,1,121504,255.874
1418,15,85,7,19,5,122831,251.775
1419,23,85,7,19,8,123076,251.032
1420,42,85,3,21,6,122870,251.656
1421,18,85,16,16,9,123161,250.776
1422,13,85,15,18,11,123365,250.162
1423,30,85,6,5,13,123584,249.507
1424,35,85,15,13,16,123892,248.591
1425,22,85,6,13,12,123466,249.859
1426,32,85,9,17,14,123633,249.36
1427,17,85,3,40,7,122935,251.459
1428,14,85,9,18,15,123867,248.665
1429,11,85,16,14,10,123341,250.234
1430,33,85,17,9,17,124810,245.9
1431,38,85,18,31,20,125193,244.794
1432,27,85,18,33,18,124966,245.448
1433,39,85,17,17,19,125146,244.929
1434,8,86,1,34,6,153810,220.662
1435,4,86,4,31,10,156131,216.252
1436,18,86,16,44,5,153323,221.61
1437,17,86,3,44,2,152287,223.655
1438,22,86,6,44,4,152590,223.053
1439,35,86,15,44,7,154251,219.81
1440,23,86,7,43,1,151453,225.329
1441,33,86,17,41,17,157886,213.032
1442,32,86,9,43,3,152582,223.069
1443,13,86,15,28,16,157748,213.282
1444,39,86,17,43,8,155885,216.711
1445,27,86,18,6,20,201627,206.48
1446,38,86,18,38,19,201148,207.296
1447,31,86,1,14,9,155988,216.518
1448,42,86,3,32,15,157541,213.658
1449,15,86,7,3,11,156953,214.732
1450,14,86,9,8,18,158451,212.016
1451,30,86,6,10,13,157444,213.834
1452,11,86,16,10,14,157534,213.67
1453,21,86,4,9,12,157117,214.431
1454,31,87,1,27,2,112650,213.522
1455,8,87,1,29,1,112268,214.651
1456,4,87,4,21,3,112653,213.513
1457,30,87,6,25,4,112800,213.082
1458,21,87,4,11,5,113190,211.946
1459,22,87,6,49,6,113192,211.941
