,driverId,raceId,position,q1,q2,q3
852,4,58,1,1:15.816,1:15.124,1:14.648
853,21,58,2,1:16.046,1:14.766,1:14.709
854,30,58,3,1:16.049,1:14.637,1:14.970
855,13,58,4,1:16.359,1:15.245,1:15.442
856,22,58,5,1:16.266,1:15.258,1:15.885
857,23,58,6,1:16.234,1:15.164,1:15.885
858,15,58,7,1:16.174,1:15.068,1:15.976
859,18,58,8,1:16.054,1:15.150,1:16.008
860,8,58,9,1:16.613,1:15.422,1:16.015
861,2,58,10,1:16.322,1:15.468,1:17.144
862,17,58,11,1:16.685,1:15.502,\N
863,31,58,12,1:16.195,1:15.801,\N
864,3,58,13,1:17.213,1:15.804,\N
865,35,58,14,1:16.066,1:15.847,\N
866,32,58,15,1:16.627,1:15.928,\N
867,24,58,16,1:17.105,1:16.661,\N
868,26,58,17,1:17.361,\N,\N
869,33,58,18,1:17.702,\N,\N
870,27,58,19,1:18.024,\N,\N
871,11,58,20,1:18.920,\N,\N
872,36,58,21,1:20.763,\N,\N
873,14,58,22,\N,\N,\N
874,4,59,1,1:14.232,1:13.622,1:13.962
875,17,59,2,1:14.305,1:13.728,1:14.082
876,8,59,3,1:13.887,1:13.532,1:14.140
877,31,59,4,1:14.483,1:14.295,1:14.664
878,22,59,5,1:14.766,1:14.312,1:15.804
879,15,59,6,1:14.883,1:14.211,1:15.857
880,14,59,7,1:15.090,1:13.687,1:16.426
881,3,59,8,1:14.888,1:13.909,1:16.636
882,21,59,9,1:14.614,1:13.647,1:17.260
883,23,59,10,1:14.412,1:14.398,\N
884,32,59,11,1:14.489,1:14.747,\N
885,24,59,12,1:15.314,1:14.969,\N
886,18,59,13,1:15.085,1:14.982,\N
887,35,59,14,1:15.316,1:15.052,\N
888,2,59,15,1:15.324,1:15.137,\N
889,27,59,16,1:15.598,\N,\N
890,33,59,17,1:15.993,\N,\N
891,26,59,18,1:16.236,\N,\N
892,11,59,19,1:17.276,\N,\N
893,36,59,20,1:17.502,\N,\N
894,13,59,21,\N,\N,\N
895,30,59,22,\N,\N,\N
896,4,60,1,1:21.018,1:20.271,1:20.253
897,8,60,2,1:21.648,1:20.497,1:20.397
898,30,60,3,1:22.096,1:20.659,1:20.574
899,13,60,4,1:21.647,1:20.846,1:20.764
900,21,60,5,1:22.411,1:20.594,1:20.919
901,22,60,6,1:22.965,1:20.929,1:20.943
902,23,60,7,1:22.886,1:21.043,1:21.073
903,31,60,8,1:22.169,1:20.816,1:21.107
904,2,60,9,1:21.670,1:20.629,1:21.329
905,35,60,10,1:21.637,1:20.672,1:21.599
906,14,60,11,1:22.424,1:21.442,\N
907,3,60,12,1:23.083,1:21.567,\N
908,24,60,13,1:22.685,1:21.699,\N
909,32,60,14,1:22.773,1:21.990,\N
910,26,60,15,1:22.541,1:22.076,\N
911,33,60,16,1:22.860,1:22.207,\N
912,17,60,17,1:23.129,\N,\N
913,27,60,18,1:23.210,\N,\N
914,18,60,19,1:23.247,\N,\N
915,11,60,20,1:26.158,\N,\N
916,36,60,21,1:26.316,\N,\N
917,15,60,22,\N,\N,\N
918,4,61,1,1:15.350,1:14.726,1:14.942
919,21,61,2,1:15.917,1:15.295,1:15.178
920,8,61,3,1:15.376,1:15.273,1:15.386
921,15,61,4,1:16.455,1:15.506,1:15.968
922,30,61,5,1:15.716,1:15.139,1:15.986
923,3,61,6,1:16.404,1:15.269,1:16.012
924,31,61,7,1:16.251,1:15.253,1:16.228
925,18,61,8,1:16.594,1:15.814,1:16.608
926,22,61,9,1:16.735,1:15.601,1:16.912
927,13,61,10,1:16.259,1:15.555,1:17.209
928,35,61,11,1:16.493,1:15.832,\N
929,32,61,12,1:16.585,1:15.833,\N
930,2,61,13,1:15.906,1:15.885,\N
931,23,61,14,1:16.702,1:15.888,\N
932,24,61,15,1:16.581,1:16.116,\N
933,14,61,16,1:16.514,1:16.301,\N
934,17,61,17,1:16.985,\N,\N
935,26,61,18,1:17.016,\N,\N
936,33,61,19,1:17.121,\N,\N
937,27,61,20,1:17.140,\N,\N
938,11,61,21,1:19.088,\N,\N
939,36,61,22,1:19.152,\N,\N
940,30,62,1,1:11.588,1:10.636,1:10.832
941,13,62,2,1:11.088,1:11.146,1:11.435
942,21,62,3,1:12.287,1:11.200,1:11.920
943,22,62,4,1:12.156,1:11.263,1:12.109
944,4,62,5,1:12.416,1:11.877,1:12.449
945,35,62,6,1:12.114,1:11.724,1:12.479
946,18,62,7,1:12.238,1:11.865,1:12.523
947,23,62,8,1:11.879,1:11.673,1:12.795
948,8,62,9,1:12.777,1:12.135,1:13.174
949,2,62,10,1:11.891,1:11.718,1:15.280
950,31,62,11,1:12.477,1:12.150,\N
951,17,62,12,1:12.935,1:12.292,\N
952,26,62,13,1:13.167,1:12.792,\N
953,27,62,14,1:12.711,1:12.854,\N
954,33,62,15,1:12.627,1:12.864,\N
955,32,62,16,1:12.773,1:12.925,\N
956,14,62,17,1:13.180,\N,\N
957,11,62,18,1:13.496,\N,\N
958,3,62,19,1:13.506,\N,\N
959,15,62,20,1:13.787,\N,\N
960,24,62,21,1:14.041,\N,\N
961,36,62,22,1:16.036,\N,\N
962,30,63,1,1:15.865,1:15.111,1:15.493
963,13,63,2,1:16.277,1:15.679,1:15.510
964,4,63,3,1:16.328,1:15.706,1:15.785
965,15,63,4,1:15.550,1:15.776,1:16.036
966,23,63,5,1:15.949,1:15.625,1:16.091
967,8,63,6,1:16.154,1:15.742,1:16.281
968,21,63,7,1:16.825,1:15.901,1:16.345
969,37,63,8,1:16.679,1:15.902,1:16.632
970,3,63,9,1:16.534,1:15.926,1:18.272
971,14,63,10,1:16.350,1:15.974,1:18.663
972,17,63,11,1:16.531,1:16.129,\N
973,2,63,12,1:16.686,1:16.294,\N
974,32,63,13,1:16.921,1:16.433,\N
975,22,63,14,1:17.022,1:17.027,\N
976,26,63,15,1:17.117,1:17.063,\N
977,27,63,16,1:16.962,1:17.105,\N
978,24,63,17,1:17.164,\N,\N
979,35,63,18,1:17.304,\N,\N
980,18,63,19,1:17.495,\N,\N
981,33,63,20,1:17.589,\N,\N
982,36,63,21,1:18.637,\N,\N
983,11,63,22,1:18.845,\N,\N
984,8,64,1,1:15.214,1:14.410,1:14.070
985,30,64,2,1:14.904,1:13.778,1:14.205
986,13,64,3,1:14.412,1:14.094,1:14.569
987,18,64,4,1:15.869,1:14.378,1:14.862
988,21,64,5,1:15.916,1:14.540,1:14.894
989,22,64,6,1:15.757,1:14.652,1:14.934
990,4,64,7,1:15.518,1:14.746,1:15.282
991,23,64,8,1:15.789,1:14.743,1:15.923
992,37,64,9,1:15.655,1:15.021,1:15.936
993,14,64,10,1:15.836,1:14.826,1:16.326
994,17,64,11,1:15.719,1:15.094,\N
995,32,64,12,1:15.816,1:15.141,\N
996,15,64,13,1:15.430,1:15.150,\N
997,35,64,14,1:16.281,1:15.329,\N
998,3,64,15,1:16.183,1:15.380,\N
999,2,64,16,1:16.234,1:15.397,\N
1000,24,64,17,1:16.399,\N,\N
1001,27,64,18,1:17.093,\N,\N
1002,11,64,19,1:17.185,\N,\N
1003,33,64,20,1:17.836,\N,\N
1004,29,64,21,1:20.444,\N,\N
1005,26,64,22,\N,\N,\N
1006,8,65,1,1:20.080,1:19.704,1:19.599
1007,13,65,2,1:19.742,1:19.504,1:19.886
1008,22,65,3,1:21.141,1:19.783,1:20.085
1009,18,65,4,1:20.820,1:19.943,1:20.092
1010,37,65,5,1:21.288,1:19.991,1:20.117
1011,17,65,6,1:21.335,1:20.047,1:20.266
1012,23,65,7,1:21.112,1:20.243,1:20.759
1013,21,65,8,1:21.370,1:20.154,1:20.924
1014,15,65,9,1:21.434,1:20.231,1:21.132
1015,9,65,10,1:20.891,1:20.256,1:22.049
1016,2,65,11,1:21.437,1:20.623,\N
1017,30,65,12,1:21.440,1:20.875,\N
1018,14,65,13,1:21.163,1:20.890,\N
1019,32,65,14,1:22.027,1:21.207,\N
1020,4,65,15,1:21.792,1:21.364,\N
1021,33,65,16,1:22.009,1:23.767,\N
1022,24,65,17,1:22.068,\N,\N
1023,3,65,18,1:22.084,\N,\N
1024,26,65,19,1:22.317,\N,\N
1025,11,65,20,1:22.967,\N,\N
1026,27,65,21,1:23.146,\N,\N
1027,29,65,22,1:24.016,\N,\N
1028,13,66,1,1:27.306,1:27.059,1:26.907
1029,30,66,2,1:27.385,1:25.850,1:27.284
1030,4,66,3,1:27.861,1:26.917,1:27.321
1031,21,66,4,1:28.175,1:27.346,1:27.564
1032,23,66,5,1:27.668,1:27.062,1:27.569
1033,2,66,6,1:28.200,1:27.251,1:27.785
1034,18,66,7,1:28.222,1:26.872,1:27.790
1035,8,66,8,1:28.236,1:27.202,1:27.866
1036,9,66,9,1:28.212,1:27.405,1:28.167
1037,17,66,10,1:28.307,1:27.608,1:29.436
1038,32,66,11,1:28.271,1:27.852,\N
1039,37,66,12,1:28.403,1:27.897,\N
1040,15,66,13,1:28.549,1:27.973,\N
1041,22,66,14,1:28.411,1:28.257,\N
1042,3,66,15,1:28.889,1:28.386,\N
1043,27,66,16,1:29.021,1:28.639,\N
1044,14,66,17,1:29.136,\N,\N
1045,26,66,18,1:29.158,\N,\N
1046,24,66,19,1:29.250,\N,\N
1047,33,66,20,1:29.901,\N,\N
1048,29,66,21,1:30.607,\N,\N
1049,11,66,22,1:30.850,\N,\N
1050,8,67,1,1:21.994,1:21.349,1:21.484
1051,30,67,2,1:21.711,1:21.353,1:21.486
1052,2,67,3,1:21.764,1:21.425,1:21.653
1053,13,67,4,1:22.028,1:21.225,1:21.704
1054,18,67,5,1:22.512,1:21.572,1:22.011
1055,9,67,6,1:22.437,1:21.270,1:22.258
1056,37,67,7,1:22.422,1:21.878,1:22.280
1057,22,67,8,1:22.640,1:21.688,1:22.787
1058,21,67,9,1:22.486,1:21.722,1:23.175
1059,4,67,10,1:21.747,1:21.526,1:25.688
1060,15,67,11,1:22.093,1:21.924,\N
1061,3,67,12,1:22.581,1:22.203,\N
1062,23,67,13,1:22.622,1:22.280,\N
1063,14,67,14,1:22.618,1:22.589,\N
1064,26,67,15,1:22.943,1:23.165,\N
1065,32,67,16,1:22.898,\N,\N
1066,24,67,17,1:23.043,\N,\N
1067,27,67,18,1:23.116,\N,\N
1068,17,67,19,1:23.341,\N,\N
1069,33,67,20,1:23.920,\N,\N
1070,11,67,21,1:24.289,\N,\N
1071,29,67,22,1:26.001,\N,\N
1072,4,68,1,1:44.128,1:43.951,1:44.360
1073,21,68,2,1:44.378,1:44.336,1:44.992
1074,22,68,3,1:47.072,1:45.228,1:45.503
1075,18,68,4,1:45.809,1:44.662,1:45.503
1076,8,68,5,1:44.909,1:45.622,1:45.754
1077,30,68,6,1:47.366,1:45.660,1:45.775
1078,37,68,7,1:44.808,1:45.095,1:45.877
1079,2,68,8,1:46.249,1:45.055,1:46.053
1080,9,68,9,1:46.049,1:45.576,1:46.632
1081,38,68,10,1:46.387,1:45.747,1:48.021
1082,26,68,11,1:46.222,1:45.851,\N
1083,14,68,12,1:45.931,1:45.968,\N
1084,24,68,13,1:45.564,1:46.172,\N
1085,17,68,14,1:48.560,1:46.413,\N
1086,3,68,15,1:47.535,1:47.419,\N
1087,23,68,16,1:48.894,\N,\N
1088,15,68,17,1:49.098,\N,\N
1089,33,68,18,1:49.903,\N,\N
1090,29,68,19,1:55.560,\N,\N
1091,13,68,20,1:47.231,1:45.970,\N
1092,11,68,21,1:50.326,\N,\N
1093,27,68,22,1:49.542,\N,\N
1094,13,69,1,1:30.112,1:29.830,1:29.599
1095,30,69,2,1:31.279,1:28.954,1:29.711
1096,23,69,3,1:30.595,1:30.299,1:29.989
1097,15,69,4,1:30.420,1:30.204,1:30.039
1098,4,69,5,1:30.976,1:30.357,1:30.371
1099,21,69,6,1:31.696,1:30.306,1:30.599
1100,18,69,7,1:30.847,1:30.268,1:30.992
1101,22,69,8,1:31.972,1:30.598,1:31.478
1102,2,69,9,1:31.811,1:30.470,1:31.513
1103,3,69,10,1:30.585,1:30.321,1:31.856
1104,8,69,11,1:32.080,1:30.827,\N
1105,9,69,12,1:31.204,1:31.094,\N
1106,37,69,13,1:31.581,1:31.254,\N
1107,17,69,14,1:31.647,1:31.276,\N
1108,24,69,15,1:31.741,1:31.943,\N
1109,27,69,16,1:32.221,1:33.750,\N
1110,14,69,17,1:32.252,\N,\N
1111,38,69,18,1:32.402,\N,\N
1112,26,69,19,1:32.867,\N,\N
1113,11,69,20,1:33.666,\N,\N
1114,33,69,21,1:33.709,\N,\N
1115,29,69,22,\N,\N,\N
1116,13,70,1,1:10.643,1:10.775,1:10.680
1117,8,70,2,1:12.035,1:11.386,1:11.299
1118,15,70,3,1:11.885,1:11.343,1:11.328
1119,4,70,4,1:11.791,1:11.148,1:11.567
1120,22,70,5,1:12.017,1:11.578,1:11.619
1121,21,70,6,1:12.042,1:11.461,1:11.629
1122,23,70,7,1:11.713,1:11.550,1:11.695
1123,2,70,8,1:12.307,1:11.648,1:11.882
1124,9,70,9,1:12.040,1:11.589,1:12.131
1125,30,70,10,1:11.565,1:10.313,\N
1126,17,70,11,1:11.973,1:11.650,\N
1127,37,70,12,1:11.825,1:11.658,\N
1128,3,70,13,1:11.974,1:11.679,\N
1129,18,70,14,1:12.085,1:11.742,\N
1130,38,70,15,1:12.530,1:12.591,\N
1131,24,70,16,1:12.855,1:12.861,\N
1132,26,70,17,1:12.856,\N,\N
1133,27,70,18,1:13.138,\N,\N
1134,14,70,19,1:13.249,\N,\N
1135,11,70,20,1:13.269,\N,\N
1136,29,70,21,1:13.357,\N,\N
1137,33,70,22,\N,\N,\N
1138,2,77,1,1:30.081,\N,\N
1139,8,77,2,1:30.197,\N,\N
1140,17,77,3,1:30.368,\N,\N
1141,15,77,4,1:30.700,\N,\N
1142,31,77,5,1:30.890,\N,\N
1143,4,77,6,1:31.056,\N,\N
1144,22,77,7,1:31.249,\N,\N
1145,23,77,8,1:31.392,\N,\N
1146,21,77,9,1:31.566,\N,\N
1147,30,77,10,1:31.585,\N,\N
1148,13,77,11,1:32.205,\N,\N
1149,14,77,12,1:32.553,\N,\N
1150,18,77,13,1:32.594,\N,\N
1151,24,77,14,1:32.642,\N,\N
1152,35,77,15,1:32.891,\N,\N
1153,11,77,16,1:32.926,\N,\N
1154,33,77,17,1:35.047,\N,\N
1155,40,77,18,1:35.954,\N,\N
1156,39,77,19,1:36.192,\N,\N
1157,27,77,20,1:36.239,\N,\N
1158,18,78,1,1:15.217,\N,\N
1159,30,78,2,1:15.475,\N,\N
1160,4,78,3,1:15.561,\N,\N
1161,21,78,4,1:15.577,\N,\N
1162,31,78,5,1:15.669,\N,\N
1163,11,78,6,1:15.729,\N,\N
1164,8,78,7,1:15.923,\N,\N
1165,35,78,8,1:16.116,\N,\N
1166,15,78,9,1:16.201,\N,\N
1167,23,78,10,1:16.362,\N,\N
1168,13,78,11,1:16.661,\N,\N
1169,14,78,12,1:16.890,\N,\N
1170,2,78,13,1:17.081,\N,\N
1171,17,78,14,1:17.749,\N,\N
1172,27,78,15,1:18.214,\N,\N
1173,32,78,16,1:18.249,\N,\N
1174,39,78,17,1:18.664,\N,\N
1175,33,78,18,1:19.034,\N,\N
1176,40,78,19,1:19.574,\N,\N
1177,22,78,20,\N,\N,\N
1178,15,79,1,1:10.625,\N,\N
1179,8,79,2,1:10.694,\N,\N
1180,18,79,3,1:11.277,\N,\N
1181,21,79,4,1:11.290,\N,\N
1182,30,79,5,1:11.369,\N,\N
1183,4,79,6,1:11.380,\N,\N
1184,22,79,7,1:11.431,\N,\N
1185,11,79,8,1:11.497,\N,\N
1186,17,79,9,1:11.527,\N,\N
1187,13,79,10,1:11.555,\N,\N
1188,31,79,11,1:11.681,\N,\N
1189,35,79,12,1:11.691,\N,\N
1190,41,79,13,1:11.754,\N,\N
1191,32,79,14,1:12.132,\N,\N
1192,2,79,15,1:12.430,\N,\N
1193,14,79,16,1:12.682,\N,\N
1194,33,79,17,1:13.462,\N,\N
1195,27,79,18,1:13.632,\N,\N
1196,39,79,19,1:13.776,\N,\N
1197,40,79,20,1:14.494,\N,\N
1198,4,80,1,1:14.412,\N,\N
1199,15,80,2,1:14.521,\N,\N
1200,8,80,3,1:14.559,\N,\N
1201,30,80,4,1:14.572,\N,\N
1202,11,80,5,1:14.655,\N,\N
1203,22,80,6,1:14.832,\N,\N
1204,21,80,7,1:14.887,\N,\N
1205,18,80,8,1:15.051,\N,\N
1206,31,80,9,1:15.406,\N,\N
1207,13,80,10,1:15.566,\N,\N
1208,35,80,11,1:15.699,\N,\N
1209,23,80,12,1:15.771,\N,\N
1210,17,80,13,1:15.885,\N,\N
1211,2,80,14,1:16.207,\N,\N
1212,14,80,15,1:16.434,\N,\N
1213,32,80,16,1:16.547,\N,\N
1214,39,80,17,1:17.857,\N,\N
1215,40,80,18,1:17.960,\N,\N
1216,33,80,19,1:18.047,\N,\N
1217,27,80,20,1:18.335,\N,\N
1218,4,81,1,1:19.905,\N,\N
1219,8,81,2,1:19.932,\N,\N
1220,18,81,3,1:20.207,\N,\N
1221,31,81,4,1:20.382,\N,\N
1222,15,81,5,1:20.459,\N,\N
1223,22,81,6,1:20.906,\N,\N
1224,21,81,7,1:21.010,\N,\N
1225,11,81,8,1:21.114,\N,\N
1226,23,81,9,1:21.191,\N,\N
1227,30,81,10,1:21.275,\N,\N
1228,35,81,11,1:21.352,\N,\N
1229,17,81,12,1:21.997,\N,\N
1230,14,81,13,1:22.108,\N,\N
1231,2,81,14,1:22.117,\N,\N
1232,32,81,15,1:22.207,\N,\N
1233,13,81,16,1:22.495,\N,\N
1234,39,81,17,1:23.583,\N,\N
1235,27,81,18,1:24.576,\N,\N
1236,40,81,19,1:25.566,\N,\N
1237,33,81,20,\N,\N,\N
1238,8,82,1,1:14.320,\N,\N
1239,18,82,2,1:14.759,\N,\N
1240,4,82,3,1:14.904,\N,\N
1241,21,82,4,1:14.927,\N,\N
1242,30,82,5,1:15.006,\N,\N
1243,17,82,6,1:15.070,\N,\N
1244,2,82,7,1:15.403,\N,\N
1245,11,82,8,1:15.501,\N,\N
1246,15,82,9,1:15.532,\N,\N
1247,32,82,10,1:15.635,\N,\N
1248,14,82,11,1:15.679,\N,\N
1249,23,82,12,1:15.689,\N,\N
1250,13,82,13,1:16.009,\N,\N
1251,35,82,14,1:16.012,\N,\N
1252,22,82,15,1:16.230,\N,\N
1253,27,82,16,1:17.519,\N,\N
1254,38,82,17,1:18.313,\N,\N
1255,33,82,18,1:18.599,\N,\N
1256,31,82,19,\N,\N,\N
1257,39,82,20,\N,\N,\N
1258,30,83,1,1:19.882,\N,\N
1259,31,83,2,1:20.779,\N,\N
1260,15,83,3,1:20.839,\N,\N
1261,8,83,4,1:20.891,\N,\N
1262,23,83,5,1:20.964,\N,\N
1263,4,83,6,1:21.141,\N,\N
1264,22,83,7,1:21.158,\N,\N
1265,18,83,8,1:21.302,\N,\N
1266,21,83,9,1:21.333,\N,\N
1267,11,83,10,1:21.787,\N,\N
1268,32,83,11,1:21.937,\N,\N
1269,2,83,12,1:22.086,\N,\N
1270,14,83,13,1:22.279,\N,\N
1271,13,83,14,1:22.565,\N,\N
1272,35,83,15,1:22.866,\N,\N
1273,17,83,16,1:23.495,\N,\N
1274,27,83,17,1:24.443,\N,\N
1275,39,83,18,1:25.057,\N,\N
1276,38,83,19,1:25.484,\N,\N
1277,33,83,20,\N,\N,\N
1278,8,84,1,1:26.797,\N,\N
1279,21,84,2,1:27.039,\N,\N
1280,4,84,3,1:27.050,\N,\N
1281,31,84,4,1:27.352,\N,\N
1282,15,84,5,1:27.501,\N,\N
1283,2,84,6,1:27.929,\N,\N
1284,17,84,7,1:27.944,\N,\N
1285,13,84,8,1:28.419,\N,\N
1286,23,84,9,1:28.594,\N,\N
1287,32,84,10,1:28.963,\N,\N
1288,22,84,11,1:29.369,\N,\N
1289,14,84,12,1:29.764,\N,\N
1290,18,84,13,1:30.063,\N,\N
1291,11,84,14,1:30.175,\N,\N
1292,33,84,15,1:30.710,\N,\N
1293,27,84,16,1:32.186,\N,\N
1294,38,84,17,\N,\N,\N
1295,35,84,18,\N,\N,\N
1296,39,84,19,\N,\N,\N
1297,30,84,20,\N,\N,\N
1298,8,85,1,1:20.878,\N,\N
1299,31,85,2,1:21.054,\N,\N
1300,4,85,3,1:21.319,\N,\N
1301,18,85,4,1:21.369,\N,\N
1302,11,85,5,1:21.477,\N,\N
1303,15,85,6,1:21.640,\N,\N
1304,30,85,7,1:21.721,\N,\N
1305,22,85,8,1:21.962,\N,\N
1306,21,85,9,1:22.068,\N,\N
1307,23,85,10,1:22.266,\N,\N
1308,14,85,11,1:22.304,\N,\N
1309,35,85,12,1:22.356,\N,\N
1310,32,85,13,1:22.532,\N,\N
1311,17,85,14,1:22.560,\N,\N
1312,13,85,15,1:23.060,\N,\N
1313,42,85,16,1:23.291,\N,\N
1314,33,85,17,1:24.666,\N,\N
1315,38,85,18,1:24.904,\N,\N
1316,39,85,19,1:25.859,\N,\N
1317,27,85,20,1:26.964,\N,\N
1318,31,86,1,1:46.391,\N,\N
1319,8,86,2,1:46.440,\N,\N
1320,21,86,3,1:46.497,\N,\N
1321,15,86,4,1:46.596,\N,\N
1322,4,86,5,1:46.760,\N,\N
1323,23,86,6,1:47.401,\N,\N
1324,30,86,7,1:47.476,\N,\N
1325,13,86,8,1:47.867,\N,\N
1326,18,86,9,1:47.978,\N,\N
1327,17,86,10,1:48.071,\N,\N
1328,11,86,11,1:48.353,\N,\N
1329,14,86,12,1:48.508,\N,\N
1330,22,86,13,1:48.550,\N,\N
1331,35,86,14,1:48.889,\N,\N
1332,42,86,15,1:48.898,\N,\N
1333,32,86,16,1:48.994,\N,\N
1334,38,86,17,1:49.779,\N,\N
1335,27,86,18,1:49.842,\N,\N
1336,33,86,19,1:51.498,\N,\N
1337,39,86,20,1:51.675,\N,\N
1338,4,87,1,1:11.988,\N,\N
1339,31,87,2,1:12.145,\N,\N
1340,21,87,3,1:12.558,\N,\N
1341,18,87,4,1:12.696,\N,\N
1342,8,87,5,1:12.781,\N,\N
1343,32,87,6,1:12.889,\N,\N
1344,30,87,7,1:12.976,\N,\N
1345,15,87,8,1:13.041,\N,\N
1346,13,87,9,1:13.151,\N,\N
1347,22,87,10,1:13.183,\N,\N
1348,23,87,11,1:13.285,\N,\N
