driverId,raceId,position,q1,q2,q3
154,994,15,01:12.9,01:12.7,
843,994,16,01:13.2,,
828,994,17,01:13.3,,
840,994,18,01:13.3,,
825,994,19,01:13.4,,
830,994,20,,,
822,994,5,01:12.4,01:12.0,01:11.4
839,994,6,01:13.0,01:12.2,01:12.1
807,994,11,01:13.1,01:12.4,
20,995,1,01:11.7,01:11.5,01:10.8
822,995,2,01:11.9,01:11.5,01:10.9
830,995,3,01:12.0,01:11.5,01:10.9
1,995,4,01:11.8,01:11.7,01:11.0
8,995,5,01:11.7,01:11.6,01:11.1
817,995,6,01:12.5,01:11.4,01:11.1
807,995,7,01:12.8,01:11.9,01:12.0
839,995,8,01:12.6,01:12.1,01:12.1
832,995,9,01:12.7,01:12.1,01:12.2
815,995,10,01:12.7,01:12.4,01:12.7
843,995,12,01:12.6,01:12.6,
4,995,14,01:13.0,01:12.9,
838,995,15,01:13.0,01:12.9,
842,995,16,01:13.0,,
840,995,17,01:13.6,,
845,995,18,01:13.6,,
828,995,19,01:14.6,,
154,995,20,,,
825,995,11,01:12.7,01:12.6,\N
844,995,13,01:12.9,01:12.7,\N
1,996,1,01:31.3,01:30.6,01:30.0
822,996,2,01:31.8,01:31.2,01:30.1
20,996,3,01:31.8,01:30.8,01:30.4
830,996,4,01:31.5,01:30.8,01:30.7
817,996,5,01:31.9,01:31.5,01:30.9
8,996,6,01:31.6,01:30.8,01:31.1
832,996,7,01:32.4,01:32.0,01:32.1
844,996,8,01:32.5,01:32.1,01:32.6
825,996,9,01:32.2,01:31.5,01:32.9
154,996,10,01:32.1,01:31.5,\N
839,996,11,01:32.8,01:32.1,\N
807,996,12,01:32.9,01:32.1,\N
815,996,13,01:32.7,01:32.5,\N
842,996,14,01:32.4,01:32.5,\N
828,996,15,01:32.8,01:32.8,\N
4,996,16,01:33.0,\N,\N
843,996,17,01:33.0,\N,\N
838,996,18,01:33.2,\N,\N
845,996,19,01:33.6,\N,\N
840,996,20,01:33.7,\N,\N
822,997,1,01:04.2,01:03.8,01:03.1
1,997,2,01:04.1,01:03.6,01:03.1
20,997,3,01:04.3,01:03.5,01:03.5
8,997,4,01:04.2,01:04.0,01:03.7
830,997,5,01:04.3,01:04.0,01:03.8
154,997,6,01:04.2,01:04.1,01:03.9
817,997,7,01:04.7,01:04.4,01:04.0
825,997,8,01:04.5,01:04.3,01:04.1
832,997,9,01:04.9,01:04.6,01:04.7
807,997,10,01:04.9,01:04.7,01:05.0
839,997,11,01:05.1,01:04.8,\N
842,997,12,01:05.0,01:04.9,\N
844,997,13,01:05.0,01:05.0,\N
4,997,14,01:05.0,01:05.1,\N
840,997,15,01:05.3,01:05.3,\N
838,997,16,01:05.3,\N,\N
815,997,17,01:05.3,\N,\N
845,997,18,01:05.3,\N,\N
843,997,19,01:05.4,\N,\N
828,997,20,01:05.5,\N,\N
1,998,1,01:26.8,01:26.3,01:25.9
20,998,2,01:26.6,01:26.4,01:25.9
8,998,3,01:27.5,01:26.5,01:26.0
822,998,4,01:27.0,01:26.4,01:26.2
830,998,5,01:27.3,01:27.0,01:26.6
817,998,6,01:28.0,01:27.4,01:27.1
825,998,7,01:28.1,01:27.7,01:27.2
154,998,8,01:28.1,01:27.5,01:27.5
844,998,9,01:28.0,01:27.8,01:27.9
839,998,10,01:28.3,01:27.8,01:28.2
807,998,11,01:28.0,01:27.9,
815,998,12,01:28.2,01:27.9,
4,998,13,01:28.2,01:28.1,
842,998,14,01:28.4,01:28.3,
828,998,15,01:28.2,01:28.4,
832,998,16,01:28.5,,
838,998,17,01:29.1,,
845,998,18,01:29.3,,
840,998,19,\N,\N,\N
843,998,20,\N,\N,\N
20,999,1,01:12.5,01:12.5,01:11.2
822,999,2,01:13.0,01:12.2,01:11.4
8,999,3,01:12.5,01:12.3,01:11.5
830,999,4,01:13.1,01:12.2,01:11.8
825,999,5,01:13.1,01:12.5,01:12.2
154,999,6,01:13.0,01:12.7,01:12.5
807,999,7,01:13.5,01:12.9,01:12.6
832,999,8,01:13.3,01:13.0,01:12.7
844,999,9,01:13.1,01:13.0,01:12.7
815,999,10,01:13.4,01:13.1,01:12.8
4,999,11,01:13.6,01:13.7,\N
845,999,12,01:13.7,01:13.7,\N
828,999,13,01:13.6,01:13.7,\N
1,999,14,01:13.0,\N,\N
817,999,15,01:13.3,\N,\N
839,999,16,01:13.7,\N,\N
842,999,17,01:13.7,\N,\N
843,999,18,01:14.0,\N,\N
840,999,19,01:14.2,\N,\N
838,999,20,01:14.4,\N,\N
8,1000,3,01:17.5,01:32.8,01:36.2
20,1000,4,01:16.7,01:28.6,01:36.2
832,1000,5,01:17.8,01:30.8,01:36.7
842,1000,6,01:18.6,01:31.3,01:37.6
830,1000,7,01:16.9,01:31.2,01:38.0
843,1000,8,01:18.4,01:32.6,01:38.1
825,1000,9,01:18.3,01:33.0,01:39.9
154,1000,10,01:17.9,01:33.7,01:40.6
4,1000,11,01:18.2,01:35.2,
817,1000,12,01:18.5,01:36.4,
807,1000,13,01:17.9,01:36.5,
828,1000,14,01:18.6,01:37.1,
840,1000,15,01:18.6,,
838,1000,16,01:18.8,,
844,1000,17,01:18.8,,
839,1000,18,01:19.1,,
815,1000,19,01:19.2,,
845,1000,20,01:19.3,,
1,1000,1,01:17.4,01:31.2,01:35.7
822,1000,2,01:17.1,01:32.1,01:35.9
1,1001,1,01:43.0,01:41.6,01:58.2
20,1001,2,01:43.0,01:41.5,01:58.9
839,1001,3,01:44.0,01:43.3,02:01.9
815,1001,4,01:44.0,01:43.0,02:01.9
154,1001,5,01:43.6,01:43.0,02:02.1
8,1001,6,01:42.6,01:41.5,02:02.7
830,1001,7,01:43.2,01:42.6,02:02.8
817,1001,8,01:43.6,01:43.1,02:02.9
825,1001,9,01:43.8,01:43.3,02:04.9
822,1001,10,01:42.8,01:42.2,\N
842,1001,11,01:44.2,01:43.8,\N
843,1001,12,01:44.2,01:43.9,\N
844,1001,13,01:43.7,01:44.1,\N
828,1001,14,01:43.8,01:44.3,\N
807,1001,15,01:44.1,\N,\N
832,1001,16,01:44.5,\N,\N
4,1001,17,01:44.9,\N,\N
845,1001,18,01:45.0,\N,\N
840,1001,19,01:45.1,\N,\N
838,1001,20,01:45.3,\N,\N
8,1002,1,01:20.7,01:19.8,01:19.1
20,1002,2,01:20.5,01:19.6,01:19.3
1,1002,3,01:20.8,01:19.8,01:19.3
822,1002,4,01:21.4,01:20.4,01:19.7
830,1002,5,01:21.4,01:20.3,01:20.6
154,1002,6,01:21.9,01:21.2,01:20.9
832,1002,7,01:21.7,01:21.6,01:21.0
839,1002,8,01:21.6,01:21.3,01:21.1
842,1002,9,01:21.8,01:21.7,01:21.4
840,1002,10,01:21.8,01:21.5,01:21.6
825,1002,11,01:21.8,01:21.7,\N
845,1002,12,01:21.8,01:21.7,\N
4,1002,13,01:21.9,01:22.6,\N
807,1002,14,01:21.8,\N,\N
817,1002,15,01:21.3,\N,\N
815,1002,16,01:21.9,\N,\N
844,1002,17,01:21.9,\N,\N
843,1002,18,01:21.9,\N,\N
828,1002,19,01:22.0,\N,\N
838,1002,20,01:22.1,\N,\N
1,1003,1,01:39.4,01:37.3,01:36.0
830,1003,2,01:38.8,01:37.2,01:36.3
20,1003,3,01:38.2,01:37.9,01:36.6
822,1003,4,01:39.3,01:37.3,01:36.7
8,1003,5,01:38.5,01:37.2,01:36.8
817,1003,6,01:38.2,01:37.4,01:37.0
815,1003,7,01:38.8,01:38.3,01:38.0
154,1003,8,01:38.7,01:38.4,01:38.3
839,1003,9,01:38.9,01:38.5,01:38.4
807,1003,10,01:38.9,01:38.5,01:38.6
4,1003,11,01:39.0,01:38.6,
832,1003,12,01:39.1,01:38.7,
844,1003,13,01:39.2,01:38.7,
828,1003,14,01:39.4,01:39.5,
842,1003,15,01:39.6,01:39.7,
825,1003,16,01:39.6,,
843,1003,17,01:39.8,,
838,1003,18,01:39.9,,
845,1003,19,01:41.3,,
840,1003,20,01:41.3,,
822,1004,1,01:33.0,01:32.7,01:31.4
1,1004,2,01:32.4,01:32.6,01:31.5
20,1004,3,01:33.5,01:33.0,01:31.9
8,1004,4,01:33.3,01:33.1,01:32.2
825,1004,5,01:34.1,01:33.7,01:33.2
839,1004,6,01:34.3,01:33.6,01:33.4
844,1004,7,01:33.9,01:33.5,01:33.4
815,1004,8,01:34.1,01:33.9,01:33.6
154,1004,9,01:34.0,01:33.5,01:33.7
828,1004,10,01:34.2,01:34.0,01:35.2
830,1004,11,01:33.0,\N,\N
817,1004,12,01:33.2,\N,\N
842,1004,13,01:34.4,\N,\N
832,1004,14,01:34.6,\N,\N
807,1004,15,01:34.7,\N,\N
843,1004,16,01:35.0,\N,\N
4,1004,17,01:35.5,\N,\N
845,1004,18,01:35.6,\N,\N
838,1004,19,01:36.0,\N,\N
840,1004,20,01:36.4,\N,\N
1,1005,1,01:28.7,01:28.0,01:27.8
822,1005,2,01:29.3,01:28.0,01:28.1
830,1005,3,01:29.5,01:28.8,01:29.1
8,1005,4,01:29.6,01:28.6,01:29.5
154,1005,5,01:29.7,01:29.7,01:29.8
843,1005,6,01:30.2,01:29.8,01:30.0
842,1005,7,01:30.1,01:29.8,01:30.1
839,1005,8,01:29.9,01:29.5,01:30.1
20,1005,9,01:29.0,01:28.3,01:32.2
815,1005,10,01:30.2,01:29.6,01:37.2
844,1005,11,01:29.7,01:29.9,
825,1005,12,01:30.2,01:30.2,
832,1005,13,01:30.2,01:30.5,
840,1005,14,01:30.3,01:30.7,
817,1005,15,01:29.8,,
807,1005,16,01:30.4,,
845,1005,17,01:30.4,,
4,1005,18,01:30.6,,
838,1005,19,01:31.0,,
828,1005,20,01:31.2,,
1,1006,1,01:34.1,01:33.5,01:32.2
20,1006,2,01:34.6,01:33.1,01:32.3
8,1006,3,01:34.7,01:32.9,01:32.3
822,1006,4,01:34.5,01:33.7,01:32.6
817,1006,5,01:34.8,01:34.2,01:33.5
839,1006,6,01:34.9,01:34.5,01:34.1
807,1006,7,01:34.9,01:34.6,01:34.2
154,1006,8,01:34.9,01:34.4,01:34.3
844,1006,9,01:35.1,01:34.3,01:34.4
815,1006,10,01:35.2,01:34.5,01:34.6
832,1006,11,01:34.9,01:34.6,\N
825,1006,12,01:35.0,01:34.7,\N
842,1006,13,01:34.9,\N,\N
843,1006,14,01:35.2,\N,\N
830,1006,15,01:34.8,\N,\N
4,1006,16,01:35.3,\N,\N
845,1006,17,01:35.4,\N,\N
840,1006,18,01:35.5,\N,\N
828,1006,19,01:35.5,\N,\N
838,1006,20,01:35.7,\N,\N
817,1007,1,01:15.9,01:15.8,01:14.8
830,1007,2,01:15.8,01:15.6,01:14.8
1,1007,3,01:15.7,01:15.6,01:14.9
20,1007,4,01:16.1,01:15.7,01:15.0
822,1007,5,01:15.6,01:15.9,01:15.2
8,1007,6,01:16.4,01:16.0,01:15.3
807,1007,7,01:16.5,01:16.1,01:15.8
832,1007,8,01:16.8,01:16.2,01:16.1
844,1007,9,01:16.9,01:16.3,01:16.2
828,1007,10,01:16.7,01:16.6,01:16.5
839,1007,11,01:16.3,01:16.8,
815,1007,13,01:16.2,01:17.2,
843,1007,14,01:16.7,01:17.2,
842,1007,15,01:16.8,,
154,1007,16,01:16.9,,
838,1007,17,01:17.0,,
825,1007,18,01:17.6,,
840,1007,19,01:17.7,,
845,1007,20,01:17.9,,
4,1007,12,01:16.9,01:16.9,
1,1008,1,01:08.5,01:07.8,01:07.3
20,1008,2,01:08.5,01:07.8,01:07.4
822,1008,3,01:08.5,01:07.7,01:07.4
8,1008,4,01:08.5,01:08.0,01:07.5
830,1008,5,01:08.2,01:08.0,01:07.8
817,1008,6,01:08.5,01:08.1,01:07.8
828,1008,7,01:08.8,01:08.6,01:08.3
844,1008,8,01:08.7,01:08.3,01:08.5
154,1008,9,01:08.7,01:08.2,01:08.5
842,1008,10,01:09.0,01:08.6,01:09.0
825,1008,11,01:08.5,01:08.7,\N
815,1008,12,01:09.2,01:08.7,\N
839,1008,13,01:09.3,01:08.8,\N
807,1008,14,01:09.0,01:08.8,\N
845,1008,15,01:09.3,01:10.4,\N
832,1008,16,01:09.3,\N,\N
843,1008,17,01:09.3,\N,\N
4,1008,18,01:09.4,\N,\N
840,1008,19,01:09.4,\N,\N
838,1008,20,01:09.6,\N,\N
1,1009,1,01:36.8,01:35.7,01:34.8
822,1009,2,01:36.8,01:36.4,01:35.0
20,1009,3,01:36.8,01:36.3,01:35.1
8,1009,4,01:37.0,01:36.7,01:35.4
817,1009,5,01:37.1,01:37.0,01:35.4
830,1009,6,01:37.2,01:36.1,01:35.6
154,1009,7,01:37.6,01:36.7,01:36.2
844,1009,8,01:37.1,01:36.6,01:36.2
839,1009,9,01:36.9,01:36.8,01:36.5
807,1009,10,01:37.6,01:36.6,01:36.5
832,1009,11,01:37.8,01:37.0,\N
828,1009,12,01:37.6,01:37.1,\N
825,1009,13,01:37.9,01:37.3,\N
815,1009,14,01:37.3,01:37.5,\N
4,1009,15,01:37.9,01:37.7,\N
843,1009,16,01:38.0,\N,\N
842,1009,17,01:38.2,\N,\N
838,1009,18,01:38.6,\N,\N
845,1009,19,01:38.6,\N,\N
840,1009,20,01:38.7,\N,\N
1,1010,1,01:22.0,01:21.0,01:20.5
822,1010,2,01:22.4,01:21.2,01:20.6
20,1010,3,01:22.9,01:21.9,01:21.2
830,1010,4,01:22.9,01:21.7,01:21.3
844,1010,5,01:22.0,01:21.7,01:21.4
154,1010,6,01:23.0,01:21.9,01:21.8
825,1010,7,01:22.5,01:22.2,01:22.1
846,1010,8,01:22.7,01:22.4,01:22.3
8,1010,9,01:23.0,01:22.3,01:22.3
815,1010,10,01:22.9,01:22.5,01:22.8
807,1010,11,01:22.5,01:22.6,\N
817,1010,12,01:22.9,01:22.6,\N
848,1010,13,01:22.8,01:22.6,\N
841,1010,14,01:22.4,01:22.7,\N
826,1010,15,01:22.5,01:22.8,\N
840,1010,16,01:23.0,\N,\N
842,1010,17,01:23.0,\N,\N
832,1010,18,01:23.1,\N,\N
847,1010,19,01:24.4,\N,\N
9,1010,20,01:26.1,\N,\N
844,1011,1,01:28.5,01:28.0,01:27.9
20,1011,2,01:28.7,01:28.4,01:28.2
1,1011,3,01:29.3,01:28.6,01:28.2
822,1011,4,01:29.5,01:28.8,01:28.3
830,1011,5,01:29.6,01:29.1,01:28.8
825,1011,6,01:29.5,01:29.0,01:28.8
832,1011,7,01:29.5,01:29.1,01:28.8
154,1011,8,01:29.7,01:29.2,01:29.0
8,1011,9,01:30.0,01:29.5,01:29.0
846,1011,10,01:29.4,01:29.3,01:29.0
817,1011,11,01:29.9,01:29.5,\N
848,1011,12,01:29.5,01:29.5,\N
842,1011,13,01:29.9,01:29.5,\N
815,1011,14,01:29.9,01:29.8,\N
826,1011,15,01:29.9,01:29.9,\N
841,1011,16,01:30.0,\N,\N
807,1011,17,01:30.0,\N,\N
840,1011,18,01:30.2,\N,\N
847,1011,19,01:31.8,\N,\N
9,1011,20,01:31.8,\N,\N
822,1012,1,01:32.7,01:31.7,01:31.5
1,1012,2,01:33.1,01:31.6,01:31.6
20,1012,3,01:33.6,01:32.2,01:31.8
844,1012,4,01:32.7,01:32.3,01:31.9
830,1012,5,01:33.3,01:32.4,01:32.1
842,1012,6,01:33.9,01:32.9,01:32.9
817,1012,7,01:33.7,01:33.2,01:33.0
807,1012,8,01:33.6,01:34.0,01:33.0
825,1012,9,01:34.0,01:33.1,
154,1012,10,01:33.8,01:33.2,
826,1012,11,01:33.8,01:33.2,
815,1012,12,01:34.0,01:33.3,
8,1012,13,01:34.1,01:33.4,
832,1012,14,01:33.7,01:33.5,
846,1012,15,01:34.1,01:34.0,
840,1012,16,01:34.3,,
847,1012,17,01:35.3,,
9,1012,18,01:35.3,,
822,1013,1,01:42.0,01:41.5,01:40.5
1,1013,2,01:41.6,01:41.6,01:40.6
20,1013,3,01:42.0,01:41.9,01:40.8
830,1013,4,01:41.7,01:41.4,01:41.1
815,1013,5,01:42.2,01:41.9,01:41.6
826,1013,6,01:42.3,01:42.2,01:41.7
846,1013,7,01:42.4,01:42.1,01:41.9
841,1013,8,01:42.1,01:42.4,01:42.4
844,1013,9,01:41.4,01:42.0,
832,1013,10,01:41.9,01:42.4,
817,1013,11,01:42.5,01:42.5,
848,1013,12,01:42.2,01:42.5,
825,1013,13,01:42.4,01:42.7,
840,1013,14,01:42.6,,
154,1013,15,01:43.4,,
807,1013,16,01:43.4,,
847,1013,17,01:45.1,,
9,1013,18,01:45.5,,
8,1013,19,,,
842,1013,20,,,
822,1014,1,01:17.0,01:15.9,01:15.4
1,1014,2,01:17.3,01:16.0,01:16.0
20,1014,3,01:17.4,01:16.7,01:16.3
830,1014,4,01:17.2,01:16.7,01:16.4
844,1014,5,01:17.4,01:16.7,01:16.6
842,1014,6,01:17.9,01:16.9,01:16.7
154,1014,7,01:18.0,01:17.1,01:16.9
825,1014,8,01:17.7,01:17.3,01:16.9
826,1014,9,01:17.9,01:17.2,01:17.6
817,1014,10,01:18.4,01:17.3,01:18.1
846,1014,11,01:17.6,01:17.3,\N
848,1014,12,01:17.8,01:17.4,\N
832,1014,13,01:17.8,01:17.6,\N
8,1014,14,01:18.1,01:17.8,\N
815,1014,15,01:18.3,01:17.9,\N
807,1014,16,01:18.4,\N,\N
840,1014,17,01:18.5,\N,\N
841,1014,18,01:18.7,\N,\N
847,1014,19,01:19.1,\N,\N
9,1014,20,01:20.3,\N,\N
1,1015,1,01:11.5,01:10.8,01:10.2
822,1015,2,01:11.6,01:10.7,01:10.3
830,1015,3,01:11.6,01:10.6,01:10.6
20,1015,4,01:11.4,01:11.2,01:10.9
842,1015,5,01:11.7,01:11.5,01:11.0
825,1015,6,01:11.9,01:11.4,01:11.1
817,1015,7,01:11.8,01:11.5,01:11.2
826,1015,8,01:11.6,01:11.4,01:11.3
832,1015,9,01:11.9,01:11.6,01:11.4
848,1015,10,01:12.0,01:11.4,01:11.7
807,1015,11,01:12.1,01:11.7,\N
846,1015,12,01:11.8,01:11.7,\N
154,1015,13,01:11.8,01:12.0,\N
8,1015,14,01:12.0,01:12.1,\N
841,1015,15,01:12.0,01:12.2,\N
844,1015,16,01:12.1,\N,\N
815,1015,17,01:12.2,\N,\N
840,1015,18,01:12.8,\N,\N
847,1015,19,01:13.5,\N,\N
9,1015,20,01:13.8,\N,\N
20,1016,1,01:11.2,01:11.1,01:10.2
1,1016,2,01:11.5,01:11.0,01:10.4
844,1016,3,01:11.2,01:11.2,01:10.9
817,1016,4,01:11.8,01:11.5,01:11.1
842,1016,5,01:12.0,01:11.2,01:11.1
822,1016,6,01:11.2,01:11.1,01:11.1
807,1016,7,01:11.7,01:11.6,01:11.3
846,1016,8,01:11.8,01:11.7,01:11.9
832,1016,9,01:11.8,01:11.6,01:14.0
825,1016,10,01:12.1,01:11.8,\N
830,1016,11,01:11.6,01:11.8,\N
826,1016,12,01:12.0,01:11.9,\N
841,1016,13,01:12.1,01:12.1,\N
848,1016,14,01:12.0,01:12.2,\N
154,1016,15,01:12.1,\N,\N
815,1016,16,01:12.2,\N,\N
8,1016,17,01:12.2,\N,\N
840,1016,18,01:12.3,\N,\N
847,1016,19,01:13.6,\N,\N
9,1016,20,01:14.4,\N,\N
1,1017,1,01:30.6,01:29.5,01:28.3
822,1017,2,01:30.6,01:29.4,01:28.6
844,1017,3,01:30.6,01:29.7,01:29.0
830,1017,4,01:31.3,01:30.1,01:29.4
846,1017,5,01:31.0,01:30.0,01:29.4
832,1017,6,01:31.1,01:30.3,01:29.5
20,1017,7,01:31.1,01:29.5,01:29.8
817,1017,8,01:31.0,01:30.4,01:29.9
842,1017,9,01:31.2,01:30.4,01:30.2
841,1017,10,01:31.2,01:30.4,01:33.4
848,1017,11,01:31.4,01:30.5,\N
8,1017,12,01:31.0,01:30.5,\N
807,1017,13,01:30.9,01:30.5,\N
815,1017,14,01:31.0,01:30.7,\N
825,1017,15,01:31.2,01:31.4,\N
826,1017,16,01:31.6,\N,\N
154,1017,17,01:31.6,\N,\N
840,1017,18,01:31.7,\N,\N
847,1017,19,01:32.8,\N,\N
9,1017,20,01:33.2,\N,\N
844,1018,1,01:04.1,01:03.4,01:03.0
1,1018,2,01:03.8,01:03.8,01:03.3
830,1018,3,01:03.8,01:03.8,01:03.4
822,1018,4,01:04.1,01:03.9,01:03.5
825,1018,5,01:04.8,01:04.5,01:04.1
846,1018,6,01:04.4,01:04.2,01:04.1
8,1018,7,01:04.6,01:04.1,01:04.2
841,1018,8,01:04.4,01:04.2,01:04.2
842,1018,9,01:04.4,01:04.0,01:04.2
20,1018,10,01:04.4,01:03.7,\N
154,1018,11,01:04.6,01:04.5,\N
807,1018,12,01:04.7,01:04.5,\N
848,1018,13,01:04.7,01:04.7,\N
817,1018,14,01:04.6,01:04.8,\N
832,1018,15,01:04.5,01:13.6,\N
815,1018,16,01:04.8,\N,\N
840,1018,17,01:04.8,\N,\N
826,1018,18,01:05.3,\N,\N
847,1018,19,01:05.9,\N,\N
9,1018,20,01:06.2,\N,\N
822,1019,1,01:25.8,01:25.7,01:25.1
1,1019,2,01:25.5,01:25.8,01:25.1
844,1019,3,01:25.5,01:25.5,01:25.2
830,1019,4,01:25.7,01:25.8,01:25.3
842,1019,5,01:26.3,01:26.0,01:25.6
20,1019,6,01:25.9,01:26.0,01:25.8
817,1019,7,01:26.4,01:26.3,01:26.2
846,1019,8,01:26.1,01:26.4,01:26.2
848,1019,9,01:26.5,01:26.4,01:26.3
807,1019,10,01:26.6,01:26.4,01:26.4
841,1019,11,01:26.4,01:26.5,\N
8,1019,12,01:26.6,01:26.5,\N
832,1019,13,01:26.2,01:26.6,\N
154,1019,14,01:26.3,01:26.8,\N
815,1019,15,01:26.6,01:26.9,\N
825,1019,16,01:26.7,\N,\N
826,1019,17,01:26.7,\N,\N
840,1019,18,01:26.8,\N,\N
847,1019,19,01:27.8,\N,\N
9,1019,20,01:28.3,\N,\N
1,1020,1,01:12.9,01:12.1,01:11.8
830,1020,2,01:12.6,01:12.4,01:12.1
822,1020,3,01:13.1,01:12.4,01:12.1
842,1020,4,01:13.0,01:12.4,01:12.5
8,1020,5,01:13.1,01:12.5,01:12.5
154,1020,6,01:13.1,01:12.8,01:12.9
832,1020,7,01:13.2,01:12.6,01:12.9
815,1020,8,01:13.2,01:12.8,01:13.1
807,1020,9,01:13.2,01:12.8,01:13.1
844,1020,10,01:12.2,01:12.3,
841,1020,11,01:13.2,01:12.8,
825,1020,12,01:13.1,01:12.8,
817,1020,13,01:13.1,01:12.8,
826,1020,14,01:13.3,01:13.1,
840,1020,15,01:13.3,01:13.5,
846,1020,16,01:13.3,,
848,1020,17,01:13.5,,
847,1020,18,01:14.7,,
9,1020,19,01:14.8,,
20,1020,20,,,
830,1021,1,01:15.8,01:15.6,01:14.6
822,1021,2,01:16.1,01:15.7,01:14.6
1,1021,3,01:16.1,01:15.5,01:14.8
844,1021,4,01:16.3,01:15.8,01:15.0
20,1021,5,01:16.5,01:15.9,01:15.1
842,1021,6,01:16.7,01:16.4,01:15.5
846,1021,7,01:16.7,01:16.1,01:15.8
832,1021,8,01:16.5,01:16.3,01:15.9
154,1021,9,01:17.0,01:16.3,01:16.0
8,1021,10,01:16.5,01:16.5,01:16.0
807,1021,11,01:16.8,01:16.6,\N
848,1021,12,01:16.9,01:16.7,\N
826,1021,13,01:16.8,01:16.7,\N
841,1021,14,01:16.9,01:16.8,\N
825,1021,15,01:16.1,01:17.1,\N
847,1021,16,01:17.0,\N,\N
815,1021,17,01:17.1,\N,\N
817,1021,18,01:17.3,\N,\N
840,1021,19,01:17.5,\N,\N
9,1021,20,01:18.3,\N,\N
844,1022,1,01:43.6,01:42.9,01:42.5
20,1022,2,01:44.1,01:43.0,01:43.3
1,1022,3,01:45.3,01:43.6,01:43.3
822,1022,4,01:45.1,01:44.0,01:43.4
830,1022,5,01:44.6,01:44.1,01:43.7
817,1022,6,01:45.6,01:44.1,01:44.3
807,1022,7,01:45.9,01:44.5,01:44.5
8,1022,8,01:45.8,01:44.1,01:44.6
815,1022,9,01:45.7,01:44.7,01:44.7
825,1022,10,01:45.8,01:44.7,01:45.1
154,1022,11,01:45.7,01:44.8,
846,1022,12,01:46.2,01:44.8,
840,1022,13,01:46.0,01:45.0,
848,1022,14,01:45.5,01:45.8,
841,1022,15,01:45.6,,
842,1022,16,01:46.4,,
832,1022,17,01:46.5,,
826,1022,18,01:46.5,,
847,1022,19,01:47.5,,
9,1022,20,\N,\N,\N
844,1023,1,01:20.1,01:19.6,01:19.3
1,1023,2,01:20.3,01:19.5,01:19.3
822,1023,3,01:20.2,01:20.0,01:19.4
20,1023,4,01:20.4,01:19.7,01:19.5
817,1023,5,01:20.4,01:19.8,01:19.8
807,1023,6,01:20.2,01:20.3,01:20.0
832,1023,7,01:20.4,01:20.2,01:20.5
848,1023,8,01:20.4,01:20.0,
840,1023,9,01:20.6,01:20.5,
8,1023,10,01:20.6,01:20.5,
841,1023,11,01:20.7,01:20.5,
825,1023,12,01:20.6,01:20.6,
826,1023,13,01:20.7,01:20.6,
846,1023,14,01:20.6,01:21.1,
842,1023,15,01:20.5,01:21.1,
154,1023,16,01:20.8,,
815,1023,17,01:21.3,,
847,1023,18,01:21.8,,
9,1023,19,01:22.4,,
830,1023,20,\N,\N,\N
844,1024,1,01:38.0,01:36.7,01:36.2
1,1024,2,01:37.6,01:36.9,01:36.4
20,1024,3,01:38.4,01:36.7,01:36.4
830,1024,4,01:38.5,01:37.1,01:36.8
822,1024,5,01:37.3,01:37.1,01:37.1
848,1024,6,01:39.1,01:37.9,01:37.4
832,1024,7,01:38.9,01:38.0,01:37.8
807,1024,8,01:39.0,01:38.6,01:38.3
846,1024,9,01:38.6,01:37.6,01:38.3
815,1024,10,01:39.9,01:38.5,
841,1024,11,01:39.3,01:38.7,
842,1024,12,01:39.1,01:38.7,
8,1024,13,01:39.5,01:38.9,
825,1024,14,01:39.9,01:39.6,
826,1024,15,01:40.0,,
840,1024,16,01:40.0,,
154,1024,17,01:40.3,,
847,1024,18,01:40.9,,
9,1024,19,01:41.2,,
817,1024,20,,,
844,1025,1,01:33.6,01:32.4,01:31.6
1,1025,2,01:33.2,01:33.1,01:32.0
20,1025,3,01:33.0,01:32.5,01:32.1
830,1025,4,01:33.4,01:32.6,01:32.3
822,1025,5,01:33.4,01:33.3,01:32.6
832,1025,6,01:34.2,01:33.8,01:33.2
807,1025,7,01:34.2,01:33.9,01:33.3
846,1025,8,01:34.2,01:33.7,01:33.3
154,1025,9,01:34.3,01:33.6,01:33.5
817,1025,10,01:34.1,01:33.9,01:33.7
842,1025,11,01:34.5,01:34.0,
815,1025,12,01:34.3,01:34.0,
841,1025,13,01:34.8,01:34.0,
825,1025,14,01:33.9,01:34.1,
840,1025,15,01:34.3,01:34.2,
8,1025,16,01:34.8,,
847,1025,17,01:35.4,,
9,1025,18,01:36.5,,
848,1025,19,01:39.2,,
826,1025,20,01:39.5,,
20,1026,1,01:29.0,01:28.2,01:27.1
844,1026,2,01:28.4,01:28.2,01:27.3
822,1026,3,01:28.9,01:27.7,01:27.3
1,1026,4,01:28.7,01:27.8,01:27.3
830,1026,5,01:28.8,01:28.5,01:27.9
848,1026,6,01:29.4,01:28.2,01:27.9
832,1026,7,01:29.0,01:28.6,01:28.3
846,1026,8,01:28.9,01:28.6,01:28.5
842,1026,9,01:29.4,01:28.8,01:28.8
154,1026,10,01:29.6,01:29.1,01:29.3
841,1026,11,01:29.6,01:29.3,
840,1026,12,01:29.6,01:29.3,
8,1026,13,01:29.6,01:29.4,
826,1026,14,01:29.7,01:29.6,
807,1026,15,01:29.6,01:30.1,
817,1026,16,01:29.8,,
815,1026,17,01:30.3,,
847,1026,18,01:30.4,,
